qty_waste,timestamp,plant_id,depot_id,route_id,qty_waste,qty_waste,temperature_at_check,handling_condition,batch_id,shift,notes,soft_white,high_energy_brown,whole_grain_loaf,low_gi_seed_loaf
WST_309745,2025-03-20 21:56:57,Shepperton_Plant,Murehwa,RT_MUR_01,107,Expired Waste,26.7,Delayed offloading,BATCH_12767,Night,Expired before sale,0,21,19,0
WST_309746,2025-02-18 02:47:43,Shepperton_Plant,Mutare,RT_MUT_01,203,Expired Waste,20.2,Poor stacking,BATCH_21772,Afternoon,Expired before sale,74,0,0,0
WST_309747,2025-06-24 19:51:41,Shepperton_Plant,Murehwa,RT_MUR_01,30,Expired Waste,28.2,Overloaded crates,,Afternoon,Expired before sale,0,0,73,65
WST_309748,2025-06-01 20:12:18,Shepperton_Plant,Mutare,RT_MUT_02,135,Expired Waste,27.9,Delayed offloading,BATCH_13492,Night,Expired before sale,0,0,0,63
WST_309749,2025-04-05 01:21:32,Shepperton_Plant,Bindura,RT_BIN_01,126,Returned Unsold,19.1,Poor stacking,,Night,Issue due to poor stacking,0,0,0,182
WST_309750,2025-05-01 19:35:35,Shepperton_Plant,Hatcliff,RT_HAT_01,63,Damaged,26.9,Poor stacking,BATCH_11658,Afternoon,Issue due to poor stacking,0,0,21,0
WST_309751,2025-05-29 13:13:56,Shepperton_Plant,Murehwa,RT_MUR_01,8,Quality Failure,28.9,Overloaded crates,BATCH_16877,Afternoon,Issue due to overloaded crates,0,0,0,170
WST_309752,2025-07-15 17:23:43,Shepperton_Plant,Hatcliff,RT_HAT_01,104,Expired Waste,29.3,Rough handling,,Night,Expired before sale,0,42,0,73
WST_309753,2025-04-30 18:22:17,Shepperton_Plant,Murehwa,RT_MUR_01,147,Expired Waste,30.6,Good,,Afternoon,Expired before sale,0,107,76,0
WST_309754,2025-06-15 17:18:48,Shepperton_Plant,Murehwa,RT_MUR_01,134,Damaged,29.8,Poor stacking,BATCH_20238,Afternoon,Issue due to poor stacking,0,0,0,246
WST_309755,2025-05-27 18:59:34,Shepperton_Plant,Bindura,RT_BIN_01,100,Quality Failure,23.0,Rough handling,BATCH_19280,Afternoon,Issue due to rough handling,0,0,98,0
WST_309756,2025-04-19 18:31:08,Shepperton_Plant,Chegutu,RT_CHE_02,107,Damaged,29.2,Poor stacking,BATCH_11333,Afternoon,Issue due to poor stacking,0,0,0,57
WST_309757,2025-03-11 08:15:05,Shepperton_Plant,Chegutu,RT_CHE_02,134,Quality Failure,29.7,Delayed offloading,BATCH_16160,Afternoon,Issue due to delayed offloading,0,0,0,211
WST_309758,2025-06-19 09:02:51,Shepperton_Plant,Hatcliff,RT_HAT_01,225,Expired Waste,28.6,Poor stacking,BATCH_28658,Morning,Expired before sale,0,74,0,0
WST_309759,2025-05-02 00:48:38,Shepperton_Plant,Hatcliff,RT_HAT_01,30,Returned Unsold,30.7,Good,BATCH_19638,Afternoon,Routine waste inspection,0,0,94,0
WST_309760,2025-03-31 11:05:54,Shepperton_Plant,Bindura,RT_BIN_01,67,Expired Waste,31.3,Rough handling,BATCH_29199,Night,Expired before sale,0,0,0,11
WST_309761,2025-04-15 01:58:39,Shepperton_Plant,Chegutu,RT_CHE_02,195,Expired Waste,26.4,Delayed offloading,,Night,Expired before sale,0,112,0,0
WST_309762,2025-05-16 01:04:37,Shepperton_Plant,Chinhoyi,RT_CHI_01,175,Quality Failure,23.5,Rough handling,BATCH_21093,Morning,Issue due to rough handling,0,52,48,0
WST_309763,2025-06-15 19:01:51,Shepperton_Plant,Hatcliff,RT_HAT_02,210,Damaged,23.7,Good,,Afternoon,Routine waste inspection,0,88,0,0
WST_309764,2025-05-26 07:27:21,Shepperton_Plant,Mutare,RT_MUT_02,135,Expired Waste,30.8,Delayed offloading,,Morning,Expired before sale,68,25,0,0
WST_309765,2025-04-29 04:16:17,Shepperton_Plant,Harare,RT_HAR_01,166,Damaged,21.3,Overloaded crates,BATCH_13381,Morning,Issue due to overloaded crates,25,0,0,0
WST_309766,2025-07-28 15:44:08,Shepperton_Plant,Bindura,RT_BIN_01,192,Returned Unsold,29.1,Good,BATCH_22229,Afternoon,Routine waste inspection,47,0,0,0
WST_309767,2025-06-27 15:28:49,Shepperton_Plant,Harare,RT_HAR_02,28,Quality Failure,25.6,Rough handling,BATCH_20681,Afternoon,Issue due to rough handling,0,9,7,0
WST_309768,2025-02-07 13:04:59,Shepperton_Plant,Chegutu,RT_CHE_02,128,Quality Failure,31.9,Rough handling,,Afternoon,Issue due to rough handling,0,0,0,184
WST_309769,2025-05-21 06:25:44,Shepperton_Plant,Harare,RT_HAR_01,127,Returned Unsold,18.9,Delayed offloading,BATCH_17480,Afternoon,Issue due to delayed offloading,140,0,0,127
WST_309770,2025-05-21 09:26:20,Shepperton_Plant,Chinhoyi,RT_CHI_02,6,Returned Unsold,25.2,Delayed offloading,BATCH_17599,Morning,Issue due to delayed offloading,0,0,143,117
WST_309771,2025-06-01 12:17:22,Shepperton_Plant,Murehwa,RT_MUR_01,126,Expired Waste,29.6,Delayed offloading,BATCH_16297,Afternoon,Expired before sale,0,38,0,0
WST_309772,2025-03-27 23:47:25,Shepperton_Plant,Chegutu,RT_CHE_02,132,Expired Waste,26.1,Rough handling,BATCH_19269,Morning,Expired before sale,69,0,0,0
WST_309773,2025-01-21 21:36:48,Shepperton_Plant,Harare,RT_HAR_02,84,Quality Failure,29.0,Overloaded crates,BATCH_14962,Afternoon,Issue due to overloaded crates,0,8,0,13
WST_309774,2025-06-06 23:07:46,Shepperton_Plant,Harare,RT_HAR_03,169,Returned Unsold,28.5,Delayed offloading,BATCH_28355,Afternoon,Issue due to delayed offloading,69,0,0,0
WST_309775,2025-03-27 00:46:36,Shepperton_Plant,Mutare,RT_MUT_02,180,Expired Waste,24.1,Good,,Night,Expired before sale,33,0,17,0
WST_309776,2025-01-14 09:27:40,Shepperton_Plant,Bindura,RT_BIN_01,196,Damaged,22.5,Good,BATCH_19448,Morning,Routine waste inspection,0,0,133,0
WST_309777,2025-06-29 04:20:15,Shepperton_Plant,Harare,RT_HAR_01,183,Damaged,27.3,Overloaded crates,BATCH_28849,Afternoon,Issue due to overloaded crates,26,0,11,0
WST_309778,2025-07-04 16:10:43,Shepperton_Plant,Bindura,RT_BIN_01,138,Returned Unsold,26.4,Poor stacking,BATCH_28508,Afternoon,Issue due to poor stacking,0,108,69,0
WST_309779,2025-06-28 15:00:22,Shepperton_Plant,Chegutu,RT_CHE_02,109,Quality Failure,30.3,Delayed offloading,BATCH_23931,Afternoon,Issue due to delayed offloading,0,0,36,0
WST_309780,2025-03-19 01:58:28,Shepperton_Plant,Murehwa,RT_MUR_01,28,Returned Unsold,21.4,Good,BATCH_27573,Afternoon,Routine waste inspection,69,0,0,0
WST_309781,2025-04-25 20:14:22,Shepperton_Plant,Mutare,RT_MUT_02,92,Damaged,23.4,Rough handling,BATCH_10299,Night,Issue due to rough handling,112,0,0,0
WST_309782,2025-04-04 13:11:08,Shepperton_Plant,Chinhoyi,RT_CHI_01,174,Expired Waste,21.3,Overloaded crates,,Morning,Expired before sale,0,0,0,168
WST_309783,2025-01-29 14:22:30,Shepperton_Plant,Harare,RT_HAR_02,186,Damaged,24.9,Rough handling,BATCH_22642,Night,Issue due to rough handling,0,0,0,181
WST_309784,2025-02-10 23:29:24,Shepperton_Plant,Mutare,RT_MUT_01,215,Damaged,27.3,Poor stacking,,Afternoon,Issue due to poor stacking,97,46,0,0
WST_309785,2025-06-04 20:36:35,Shepperton_Plant,Chinhoyi,RT_CHI_01,69,Returned Unsold,24.3,Rough handling,BATCH_17234,Morning,Issue due to rough handling,0,0,17,16
WST_309786,2025-01-16 22:52:49,Shepperton_Plant,Harare,RT_HAR_02,160,Quality Failure,28.4,Overloaded crates,BATCH_15324,Morning,Issue due to overloaded crates,0,134,0,0
WST_309787,2025-03-07 21:19:56,Shepperton_Plant,Chinhoyi,RT_CHI_02,89,Expired Waste,25.5,Overloaded crates,BATCH_11586,Night,Expired before sale,0,0,76,0
WST_309788,2025-07-05 02:32:29,Shepperton_Plant,Harare,RT_HAR_01,88,Returned Unsold,21.0,Delayed offloading,,Night,Issue due to delayed offloading,111,30,0,0
WST_309789,2025-06-28 02:39:15,Shepperton_Plant,Chegutu,RT_CHE_02,68,Quality Failure,28.1,Good,BATCH_14511,Afternoon,Routine waste inspection,126,0,0,169
WST_309790,2025-01-05 14:31:31,Shepperton_Plant,Mutare,RT_MUT_01,97,Quality Failure,21.3,Good,,Morning,Routine waste inspection,0,37,0,0
WST_309791,2025-05-12 11:38:07,Shepperton_Plant,Harare,RT_HAR_03,145,Quality Failure,27.2,Overloaded crates,BATCH_24613,Afternoon,Issue due to overloaded crates,0,0,0,83
WST_309792,2025-05-09 08:10:38,Shepperton_Plant,Chinhoyi,RT_CHI_02,85,Damaged,19.2,Rough handling,,Morning,Issue due to rough handling,109,0,0,108
WST_309793,2025-01-27 03:31:11,Shepperton_Plant,Hatcliff,RT_HAT_02,239,Damaged,32.0,Poor stacking,BATCH_28876,Morning,Issue due to poor stacking,0,0,25,0
WST_309794,2025-07-11 02:40:55,Shepperton_Plant,Chegutu,RT_CHE_02,159,Damaged,25.6,Delayed offloading,,Afternoon,Issue due to delayed offloading,0,0,57,0
WST_309795,2025-05-27 15:24:50,Shepperton_Plant,Hatcliff,RT_HAT_01,172,Expired Waste,27.3,Poor stacking,BATCH_22061,Night,Expired before sale,90,30,0,0
WST_309796,2025-04-10 11:46:00,Shepperton_Plant,Harare,RT_HAR_03,147,Damaged,22.0,Overloaded crates,BATCH_15159,Night,Issue due to overloaded crates,65,0,0,75
WST_309797,2025-06-07 12:55:12,Shepperton_Plant,Murehwa,RT_MUR_01,105,Damaged,18.5,Good,BATCH_16101,Afternoon,Routine waste inspection,0,94,0,147
WST_309798,2025-03-20 00:54:31,Shepperton_Plant,Murehwa,RT_MUR_01,191,Quality Failure,24.6,Overloaded crates,BATCH_15013,Morning,Issue due to overloaded crates,0,0,0,135
WST_309799,2025-03-05 09:40:47,Shepperton_Plant,Chegutu,RT_CHE_01,126,Quality Failure,24.9,Overloaded crates,BATCH_23879,Morning,Issue due to overloaded crates,121,42,0,0
WST_309800,2025-03-21 00:06:57,Shepperton_Plant,Chinhoyi,RT_CHI_02,91,Expired Waste,31.8,Good,,Afternoon,Expired before sale,0,63,0,0
WST_309801,2025-06-16 18:58:23,Shepperton_Plant,Bindura,RT_BIN_01,226,Damaged,26.4,Good,BATCH_20577,Afternoon,Routine waste inspection,117,28,0,0
WST_309802,2025-04-29 04:39:52,Shepperton_Plant,Hatcliff,RT_HAT_02,224,Returned Unsold,26.0,Overloaded crates,,Morning,Issue due to overloaded crates,60,0,40,0
WST_309803,2025-07-29 19:20:03,Shepperton_Plant,Mutare,RT_MUT_01,186,Quality Failure,29.4,Delayed offloading,BATCH_18413,Night,Issue due to delayed offloading,0,20,25,0
WST_309804,2025-03-15 02:06:08,Shepperton_Plant,Harare,RT_HAR_02,194,Quality Failure,24.5,Poor stacking,BATCH_10548,Morning,Issue due to poor stacking,0,6,5,0
WST_309805,2025-07-07 01:56:12,Shepperton_Plant,Hatcliff,RT_HAT_01,90,Quality Failure,28.1,Delayed offloading,BATCH_20916,Morning,Issue due to delayed offloading,141,0,50,0
WST_309806,2025-05-20 09:27:41,Shepperton_Plant,Bindura,RT_BIN_01,183,Expired Waste,29.2,Overloaded crates,BATCH_14801,Night,Expired before sale,0,18,0,0
WST_309807,2025-03-05 21:44:17,Shepperton_Plant,Mutare,RT_MUT_01,10,Damaged,26.8,Rough handling,,Afternoon,Issue due to rough handling,21,0,0,21
WST_309808,2025-01-30 00:35:20,Shepperton_Plant,Hatcliff,RT_HAT_02,35,Returned Unsold,27.6,Delayed offloading,BATCH_28844,Afternoon,Issue due to delayed offloading,64,0,0,0
WST_309809,2025-03-22 20:12:00,Shepperton_Plant,Harare,RT_HAR_03,60,Returned Unsold,31.5,Rough handling,BATCH_16464,Afternoon,Issue due to rough handling,0,17,0,20
WST_309810,2025-03-26 09:16:25,Shepperton_Plant,Murehwa,RT_MUR_01,122,Returned Unsold,24.2,Good,BATCH_12834,Night,Routine waste inspection,0,51,0,0
WST_309811,2025-07-10 17:53:07,Shepperton_Plant,Harare,RT_HAR_01,32,Damaged,24.8,Good,,Morning,Routine waste inspection,0,65,0,113
WST_309812,2025-04-28 07:13:25,Shepperton_Plant,Harare,RT_HAR_03,182,Damaged,25.3,Poor stacking,BATCH_27059,Night,Issue due to poor stacking,46,0,23,0
WST_309813,2025-06-15 16:32:18,Shepperton_Plant,Bindura,RT_BIN_01,157,Returned Unsold,23.9,Poor stacking,,Morning,Issue due to poor stacking,0,0,0,148
WST_309814,2025-02-19 07:13:42,Shepperton_Plant,Hatcliff,RT_HAT_01,20,Quality Failure,20.5,Good,BATCH_17798,Morning,Routine waste inspection,0,0,104,105
WST_309815,2025-03-27 23:39:34,Shepperton_Plant,Bindura,RT_BIN_01,191,Returned Unsold,27.3,Rough handling,BATCH_20370,Morning,Issue due to rough handling,0,0,0,243
WST_309816,2025-04-08 13:27:21,Shepperton_Plant,Chegutu,RT_CHE_02,180,Returned Unsold,26.3,Overloaded crates,,Morning,Issue due to overloaded crates,0,0,39,42
WST_309817,2025-05-05 14:09:16,Shepperton_Plant,Mutare,RT_MUT_02,152,Damaged,27.6,Delayed offloading,BATCH_25305,Afternoon,Issue due to delayed offloading,18,0,0,0
WST_309818,2025-04-21 04:56:31,Shepperton_Plant,Harare,RT_HAR_03,192,Returned Unsold,30.0,Good,BATCH_15899,Morning,Routine waste inspection,0,0,66,0
WST_309819,2025-05-31 19:06:24,Shepperton_Plant,Hatcliff,RT_HAT_01,153,Returned Unsold,19.7,Overloaded crates,BATCH_21584,Night,Issue due to overloaded crates,97,0,0,0
WST_309820,2025-03-25 06:51:58,Shepperton_Plant,Chinhoyi,RT_CHI_02,22,Returned Unsold,21.9,Poor stacking,BATCH_17363,Morning,Issue due to poor stacking,73,0,41,0
WST_309821,2025-07-28 15:21:03,Shepperton_Plant,Mutare,RT_MUT_01,203,Expired Waste,22.4,Overloaded crates,,Night,Expired before sale,0,0,0,78
WST_309822,2025-02-16 09:22:26,Shepperton_Plant,Murehwa,RT_MUR_01,175,Quality Failure,21.6,Poor stacking,BATCH_16622,Morning,Issue due to poor stacking,112,0,0,139
WST_309823,2025-01-27 21:33:05,Shepperton_Plant,Hatcliff,RT_HAT_01,226,Quality Failure,27.2,Rough handling,BATCH_14404,Morning,Issue due to rough handling,0,58,0,75
WST_309824,2025-03-23 03:47:02,Shepperton_Plant,Chinhoyi,RT_CHI_02,36,Damaged,28.4,Rough handling,BATCH_26531,Morning,Issue due to rough handling,0,0,5,0
WST_309825,2025-05-10 18:19:56,Shepperton_Plant,Murehwa,RT_MUR_01,160,Expired Waste,23.1,Delayed offloading,,Night,Expired before sale,0,0,141,135
WST_309826,2025-07-27 01:06:01,Shepperton_Plant,Bindura,RT_BIN_01,128,Quality Failure,22.2,Good,BATCH_11324,Night,Routine waste inspection,0,94,72,0
WST_309827,2025-02-14 19:25:49,Shepperton_Plant,Harare,RT_HAR_03,124,Damaged,22.6,Poor stacking,BATCH_16207,Morning,Issue due to poor stacking,0,115,0,0
WST_309828,2025-06-05 16:11:44,Shepperton_Plant,Chegutu,RT_CHE_01,143,Returned Unsold,28.3,Overloaded crates,BATCH_12652,Morning,Issue due to overloaded crates,75,0,0,75
WST_309829,2025-01-11 23:07:52,Shepperton_Plant,Bindura,RT_BIN_01,58,Quality Failure,29.7,Good,,Morning,Routine waste inspection,0,0,37,0
WST_309830,2025-06-04 14:45:29,Shepperton_Plant,Chegutu,RT_CHE_01,116,Returned Unsold,25.7,Good,,Afternoon,Routine waste inspection,0,0,0,166
WST_309831,2025-03-16 21:08:43,Shepperton_Plant,Chinhoyi,RT_CHI_01,220,Expired Waste,21.7,Rough handling,BATCH_20009,Night,Expired before sale,28,0,11,0
WST_309832,2025-04-09 22:11:25,Shepperton_Plant,Hatcliff,RT_HAT_01,244,Damaged,31.5,Poor stacking,BATCH_13471,Morning,Issue due to poor stacking,0,109,0,0
WST_309833,2025-07-26 23:03:24,Shepperton_Plant,Harare,RT_HAR_02,145,Returned Unsold,26.5,Good,,Afternoon,Routine waste inspection,0,0,0,186
WST_309834,2025-04-10 00:00:00,Shepperton_Plant,Chinhoyi,RT_CHI_02,111,Expired Waste,31.2,Good,BATCH_27766,Afternoon,Expired before sale,112,38,0,0
WST_309835,2025-07-14 04:14:29,Shepperton_Plant,Mutare,RT_MUT_01,22,Expired Waste,19.3,Overloaded crates,BATCH_17174,Night,Expired before sale,0,104,0,153
WST_309836,2025-06-13 13:04:30,Shepperton_Plant,Harare,RT_HAR_02,195,Damaged,21.9,Good,,Afternoon,Routine waste inspection,0,0,0,31
WST_309837,2025-01-28 13:31:26,Shepperton_Plant,Chinhoyi,RT_CHI_02,135,Expired Waste,20.5,Overloaded crates,BATCH_24607,Afternoon,Expired before sale,0,43,38,0
WST_309838,2025-02-18 15:42:06,Shepperton_Plant,Murehwa,RT_MUR_01,79,Quality Failure,23.0,Rough handling,,Afternoon,Issue due to rough handling,0,135,0,156
WST_309839,2025-05-28 20:30:15,Shepperton_Plant,Hatcliff,RT_HAT_01,42,Quality Failure,28.4,Overloaded crates,BATCH_28090,Morning,Issue due to overloaded crates,31,0,14,0
WST_309840,2025-02-27 11:37:17,Shepperton_Plant,Bindura,RT_BIN_01,196,Quality Failure,25.5,Overloaded crates,BATCH_22083,Morning,Issue due to overloaded crates,141,0,0,116
WST_309841,2025-04-29 11:31:06,Shepperton_Plant,Chinhoyi,RT_CHI_02,150,Returned Unsold,26.4,Good,BATCH_23840,Afternoon,Routine waste inspection,39,20,0,0
WST_309842,2025-06-10 05:42:25,Shepperton_Plant,Murehwa,RT_MUR_01,234,Damaged,27.1,Overloaded crates,BATCH_23168,Morning,Issue due to overloaded crates,12,0,4,0
WST_309843,2025-06-08 20:17:32,Shepperton_Plant,Chinhoyi,RT_CHI_01,246,Quality Failure,21.9,Delayed offloading,,Morning,Issue due to delayed offloading,152,55,0,0
WST_309844,2025-07-20 18:04:03,Shepperton_Plant,Hatcliff,RT_HAT_01,88,Expired Waste,31.4,Good,BATCH_21198,Afternoon,Expired before sale,0,52,0,77
WST_309845,2025-05-18 03:13:52,Shepperton_Plant,Murehwa,RT_MUR_01,120,Returned Unsold,30.9,Delayed offloading,,Morning,Issue due to delayed offloading,0,0,91,104
WST_309846,2025-04-12 14:38:36,Shepperton_Plant,Harare,RT_HAR_02,6,Quality Failure,25.8,Delayed offloading,,Night,Issue due to delayed offloading,0,47,0,103
WST_309847,2025-04-04 06:46:02,Shepperton_Plant,Harare,RT_HAR_03,75,Quality Failure,20.7,Overloaded crates,,Afternoon,Issue due to overloaded crates,0,0,50,47
WST_309848,2025-03-29 22:11:53,Shepperton_Plant,Chegutu,RT_CHE_02,224,Damaged,31.3,Good,BATCH_25312,Morning,Routine waste inspection,115,0,0,0
WST_309849,2025-07-12 13:01:01,Shepperton_Plant,Mutare,RT_MUT_02,117,Returned Unsold,29.7,Rough handling,BATCH_17608,Night,Issue due to rough handling,139,32,0,0
WST_309850,2025-06-20 23:43:14,Shepperton_Plant,Murehwa,RT_MUR_01,27,Returned Unsold,28.3,Delayed offloading,,Night,Issue due to delayed offloading,136,57,0,0
WST_309851,2025-01-04 16:32:54,Shepperton_Plant,Harare,RT_HAR_01,34,Expired Waste,20.9,Rough handling,,Morning,Expired before sale,101,0,0,0
WST_309852,2025-02-19 12:44:50,Shepperton_Plant,Hatcliff,RT_HAT_02,32,Damaged,26.6,Overloaded crates,,Afternoon,Issue due to overloaded crates,0,58,34,0
WST_309853,2025-06-06 18:08:51,Shepperton_Plant,Chegutu,RT_CHE_01,128,Expired Waste,27.4,Delayed offloading,,Afternoon,Expired before sale,0,111,74,0
WST_309854,2025-05-23 01:17:05,Shepperton_Plant,Hatcliff,RT_HAT_01,208,Damaged,30.6,Delayed offloading,BATCH_20800,Afternoon,Issue due to delayed offloading,0,46,0,0
WST_309855,,Shepperton_Plant,Chinhoyi,RT_CHI_01,234,Quality Failure,22.5,Poor stacking,BATCH_23822,Afternoon,Issue due to poor stacking,155,0,0,104
WST_309856,2025-05-01 01:37:31,Shepperton_Plant,Hatcliff,RT_HAT_01,70,Returned Unsold,27.9,Poor stacking,,Morning,Issue due to poor stacking,0,122,0,153
WST_309857,2025-01-17 23:33:37,Shepperton_Plant,Hatcliff,RT_HAT_02,45,Quality Failure,23.9,Overloaded crates,BATCH_12518,Morning,Issue due to overloaded crates,167,0,68,0
WST_309858,2025-06-28 02:19:18,Shepperton_Plant,Harare,RT_HAR_01,14,Quality Failure,23.9,Overloaded crates,,Morning,Issue due to overloaded crates,105,0,0,143
WST_309859,2025-06-30 19:33:04,Shepperton_Plant,Chegutu,RT_CHE_02,187,Returned Unsold,30.9,Poor stacking,BATCH_24718,Night,Issue due to poor stacking,0,0,121,169
WST_309860,2025-04-11 18:37:49,Shepperton_Plant,Bindura,RT_BIN_01,23,Expired Waste,25.3,Good,,Afternoon,Expired before sale,83,0,0,0
WST_309861,2025-03-09 22:45:04,Shepperton_Plant,Murehwa,RT_MUR_01,131,Expired Waste,18.9,Overloaded crates,BATCH_16633,Morning,Expired before sale,0,0,24,0
WST_309862,2025-01-06 23:02:18,Shepperton_Plant,Murehwa,RT_MUR_01,34,Quality Failure,27.9,Poor stacking,,Morning,Issue due to poor stacking,75,0,0,92
WST_309863,2025-01-06 03:38:21,Shepperton_Plant,Chinhoyi,RT_CHI_02,73,Expired Waste,21.8,Delayed offloading,,Night,Expired before sale,86,0,0,77
WST_309864,2025-05-30 05:26:10,Shepperton_Plant,Chegutu,RT_CHE_02,36,Damaged,21.8,Good,BATCH_13055,Night,Routine waste inspection,127,0,75,0
WST_309865,2025-06-04 09:05:10,Shepperton_Plant,Mutare,RT_MUT_01,37,Quality Failure,26.9,Delayed offloading,BATCH_20366,Morning,Issue due to delayed offloading,0,17,14,0
WST_309866,2025-01-04 10:14:23,Shepperton_Plant,Chinhoyi,RT_CHI_02,222,Returned Unsold,30.1,Poor stacking,,Afternoon,Issue due to poor stacking,0,0,83,0
WST_309867,2025-02-16 05:55:05,Shepperton_Plant,Chinhoyi,RT_CHI_02,245,Returned Unsold,31.9,Good,BATCH_19013,Afternoon,Routine waste inspection,0,0,0,262
WST_309868,2025-05-09 20:01:58,Shepperton_Plant,Hatcliff,RT_HAT_01,16,Damaged,22.7,Overloaded crates,,Morning,Issue due to overloaded crates,0,0,20,0
WST_309869,2025-06-25 11:20:25,Shepperton_Plant,Chegutu,RT_CHE_01,47,Quality Failure,30.8,Good,BATCH_17757,Night,Routine waste inspection,0,0,0,90
WST_309870,2025-06-25 14:34:26,Shepperton_Plant,Hatcliff,RT_HAT_02,64,Quality Failure,28.3,Rough handling,BATCH_12459,Morning,Issue due to rough handling,0,0,4,7
WST_309871,2025-06-08 05:21:51,Shepperton_Plant,Hatcliff,RT_HAT_02,111,Returned Unsold,30.4,Rough handling,,Afternoon,Issue due to rough handling,102,0,35,0
WST_309872,2025-03-07 14:40:43,Shepperton_Plant,Chegutu,RT_CHE_01,231,Expired Waste,25.3,Good,BATCH_15694,Night,Expired before sale,104,0,67,0
WST_309873,2025-01-21 19:15:55,Shepperton_Plant,Murehwa,RT_MUR_01,56,Damaged,25.5,Overloaded crates,BATCH_23386,Afternoon,Issue due to overloaded crates,31,0,0,36
WST_309874,2025-06-19 13:31:11,Shepperton_Plant,Harare,RT_HAR_02,103,Damaged,26.1,Delayed offloading,,Afternoon,Issue due to delayed offloading,29,13,0,0
WST_309875,2025-04-21 23:44:15,Shepperton_Plant,Harare,RT_HAR_02,217,Quality Failure,23.2,Overloaded crates,,Afternoon,Issue due to overloaded crates,105,0,0,0
WST_309876,2025-05-23 13:42:58,Shepperton_Plant,Mutare,RT_MUT_02,24,Quality Failure,23.8,Delayed offloading,BATCH_20292,Afternoon,Issue due to delayed offloading,0,75,0,0
WST_309877,2025-04-04 20:17:42,Shepperton_Plant,Hatcliff,RT_HAT_02,226,Expired Waste,19.6,Delayed offloading,,Night,Expired before sale,0,0,0,172
WST_309878,2025-04-19 10:44:39,Shepperton_Plant,Bindura,RT_BIN_01,215,Expired Waste,24.7,Good,BATCH_12486,Morning,Expired before sale,153,0,0,107
WST_309879,2025-02-07 00:37:19,Shepperton_Plant,Harare,RT_HAR_02,42,Damaged,18.2,Poor stacking,BATCH_22253,Afternoon,Issue due to poor stacking,69,0,49,0
WST_309880,2025-03-01 14:25:34,Shepperton_Plant,Bindura,RT_BIN_01,163,Damaged,18.7,Overloaded crates,BATCH_27946,Night,Issue due to overloaded crates,0,0,49,0
WST_309881,2025-02-18 03:09:09,Shepperton_Plant,Chinhoyi,RT_CHI_01,134,Damaged,23.8,Good,,Night,Routine waste inspection,20,7,0,0
WST_309882,2025-04-07 19:55:26,Shepperton_Plant,Murehwa,RT_MUR_01,201,Damaged,21.1,Delayed offloading,,Morning,Issue due to delayed offloading,41,0,0,0
WST_309883,2025-07-04 03:57:28,Shepperton_Plant,Murehwa,RT_MUR_01,87,Returned Unsold,30.7,Overloaded crates,BATCH_26611,Night,Issue due to overloaded crates,0,0,150,0
WST_309884,2025-03-07 12:48:30,Shepperton_Plant,Murehwa,RT_MUR_01,78,Returned Unsold,30.2,Delayed offloading,,Night,Issue due to delayed offloading,0,116,0,123
WST_309885,2025-04-25 22:14:05,Shepperton_Plant,Harare,RT_HAR_01,86,Quality Failure,28.9,Poor stacking,BATCH_29473,Morning,Issue due to poor stacking,0,0,57,48
WST_309886,2025-07-24 20:23:42,Shepperton_Plant,Chinhoyi,RT_CHI_02,25,Quality Failure,18.8,Good,BATCH_15063,Morning,Routine waste inspection,0,0,0,32
WST_309887,2025-07-20 16:19:24,Shepperton_Plant,Murehwa,RT_MUR_01,213,Returned Unsold,19.0,Poor stacking,BATCH_27096,Morning,Issue due to poor stacking,146,0,0,0
WST_309888,2025-04-05 18:56:32,Shepperton_Plant,Murehwa,RT_MUR_01,86,Damaged,28.7,Poor stacking,BATCH_20287,Night,Issue due to poor stacking,0,0,117,0
WST_309889,2025-03-23 20:32:48,Shepperton_Plant,Bindura,RT_BIN_01,71,Expired Waste,22.6,Poor stacking,BATCH_27437,Morning,Expired before sale,17,6,0,0
WST_309890,2025-04-26 15:19:43,Shepperton_Plant,Hatcliff,RT_HAT_02,235,Returned Unsold,31.2,Overloaded crates,,Afternoon,Issue due to overloaded crates,109,0,0,137
WST_309891,2025-06-11 02:42:10,Shepperton_Plant,Hatcliff,RT_HAT_02,14,Expired Waste,23.8,Poor stacking,,Afternoon,Expired before sale,0,43,0,0
WST_309892,2025-03-15 00:00:00,Shepperton_Plant,Harare,RT_HAR_03,240,Quality Failure,26.5,Good,BATCH_13230,Night,Routine waste inspection,0,0,11,0
WST_309893,2025-01-27 04:25:53,Shepperton_Plant,Bindura,RT_BIN_01,198,Quality Failure,19.5,Overloaded crates,BATCH_26140,Afternoon,Issue due to overloaded crates,0,0,29,0
WST_309894,2025-03-27 01:39:13,Shepperton_Plant,Bindura,RT_BIN_01,93,Quality Failure,21.7,Rough handling,,Night,Issue due to rough handling,0,0,98,0
WST_309895,2025-05-09 11:48:22,Shepperton_Plant,Bindura,RT_BIN_01,150,Expired Waste,26.5,Delayed offloading,,Afternoon,Expired before sale,84,0,60,0
WST_309896,2025-02-15 08:22:19,Shepperton_Plant,Chegutu,RT_CHE_01,227,Returned Unsold,28.2,Delayed offloading,BATCH_21186,Night,Issue due to delayed offloading,126,0,0,121
WST_309897,2025-07-16 15:26:59,Shepperton_Plant,Mutare,RT_MUT_02,83,Expired Waste,21.5,Poor stacking,BATCH_12507,Morning,Expired before sale,0,0,97,123
