dispatch_id,departure_time,expected_arrival,actual_arrival,plant_id,depot_id,vehicle_id,soft_white,high_energy_brown,whole_grain_loaf,low_gi_seed_loaf,total_quantity,dispatch_delay_minutes,hour,dayofweek
DSP_908863,2025-07-25 05:00:00,2025-07-25 07:20:00,2025-07-25 07:17:00,Shepperton_Plant,Bindura,TRUCK_003,1738,506,413,523,3180,-3.0,5,Friday
DSP_905715,2025-05-13 03:00:00,2025-05-13 05:00:00,2025-05-13 05:13:00,Shepperton_Plant,Chegutu,TRUCK_087,1234,378,321,424,2357,13.0,3,Tuesday
DSP_900640,2025-01-14 02:00:00,2025-01-14 07:00:00,2025-01-14 07:05:00,Shepperton_Plant,Mutare,TRUCK_097,1208,223,353,252,2036,5.0,2,Tuesday
DSP_906953,2025-06-10 02:00:00,2025-06-10 04:30:00,2025-06-10 04:28:00,Shepperton_Plant,Chinhoyi,TRUCK_103,1044,501,449,311,2305,-2.0,2,Tuesday
DSP_905258,2025-05-02 02:00:00,2025-05-02 07:00:00,2025-05-02 07:14:00,Shepperton_Plant,Mutare,TRUCK_145,1526,335,407,335,2603,14.0,2,Friday
DSP_908218,2025-07-11 04:00:00,2025-07-11 04:50:00,2025-07-11 05:29:00,Shepperton_Plant,Hatcliff,TRUCK_049,1432,486,578,414,2910,39.0,4,Friday
DSP_902278,2025-02-21 03:00:00,2025-02-21 05:00:00,2025-02-21 05:05:00,Shepperton_Plant,Chegutu,TRUCK_001,2374,569,607,463,4013,5.0,3,Friday
DSP_905964,2025-05-19 04:00:00,2025-05-19 06:20:00,2025-05-19 06:59:00,Shepperton_Plant,Bindura,TRUCK_133,820,259,424,306,1809,39.0,4,Monday
DSP_903047,2025-03-11 02:00:00,2025-03-11 04:00:00,2025-03-11 04:38:00,Shepperton_Plant,Chegutu,TRUCK_029,2057,654,887,600,4198,38.0,2,Tuesday
DSP_902393,2025-02-24 02:00:00,2025-02-24 07:00:00,2025-02-24 07:15:00,Shepperton_Plant,Mutare,TRUCK_040,1361,476,343,490,2670,15.0,2,Monday
DSP_907069,2025-06-13 02:00:00,2025-06-13 04:30:00,2025-06-13 04:27:00,Shepperton_Plant,Chinhoyi,TRUCK_024,1062,363,380,400,2205,-3.0,2,Friday
DSP_903293,2025-03-16 02:00:00,2025-03-16 04:20:00,2025-03-16 04:33:00,Shepperton_Plant,Bindura,TRUCK_145,1764,360,454,368,2946,13.0,2,Sunday
DSP_906756,2025-06-05 03:00:00,2025-06-05 08:00:00,2025-06-05 08:11:00,Shepperton_Plant,Mutare,TRUCK_025,1967,614,577,575,3733,11.0,3,Thursday
DSP_908771,2025-07-23 05:00:00,2025-07-23 06:50:00,2025-07-23 06:50:00,Shepperton_Plant,Murehwa,TRUCK_147,1608,581,458,593,3240,0.0,5,Wednesday
DSP_904826,2025-04-22 06:00:00,2025-04-22 08:00:00,2025-04-22 07:56:00,Shepperton_Plant,Chegutu,TRUCK_011,1323,377,302,270,2272,-4.0,6,Tuesday
DSP_905087,2025-04-28 06:00:00,2025-04-28 11:00:00,2025-04-28 10:52:00,Shepperton_Plant,Mutare,TRUCK_003,1571,466,426,501,2964,-8.0,6,Monday
DSP_905743,2025-05-14 02:00:00,2025-05-14 03:50:00,2025-05-14 04:30:00,Shepperton_Plant,Murehwa,TRUCK_149,2053,705,464,632,3854,40.0,2,Wednesday
DSP_902728,2025-03-03 04:00:00,2025-03-03 05:50:00,2025-03-03 06:25:00,Shepperton_Plant,Murehwa,TRUCK_026,1114,297,234,226,1871,35.0,4,Monday
DSP_904818,2025-04-22 02:00:00,2025-04-22 04:00:00,2025-04-22 03:52:00,Shepperton_Plant,Chegutu,TRUCK_051,842,275,383,309,1809,-8.0,2,Tuesday
DSP_904235,2025-04-09 04:00:00,2025-04-09 09:00:00,2025-04-09 09:10:00,Shepperton_Plant,Mutare,TRUCK_075,1607,496,372,478,2953,10.0,4,Wednesday
DSP_903844,2025-03-31 04:00:00,2025-03-31 05:50:00,2025-03-31 06:06:00,Shepperton_Plant,Murehwa,TRUCK_146,1055,297,362,303,2017,16.0,4,Monday
DSP_900495,2025-01-11 05:00:00,2025-01-11 07:30:00,2025-01-11 07:34:00,Shepperton_Plant,Chinhoyi,TRUCK_004,1885,511,771,754,3921,4.0,5,Saturday
DSP_902118,2025-02-17 04:00:00,2025-02-17 06:30:00,2025-02-17 07:05:00,Shepperton_Plant,Chinhoyi,TRUCK_058,1434,554,530,418,2936,35.0,4,Monday
DSP_900696,2025-01-16 06:00:00,2025-01-16 08:00:00,2025-01-16 08:28:00,Shepperton_Plant,Chegutu,TRUCK_039,2028,557,445,613,3643,28.0,6,Thursday
DSP_907753,2025-06-29 04:00:00,2025-06-29 04:50:00,2025-06-29 04:47:00,Shepperton_Plant,Hatcliff,TRUCK_063,1658,516,547,510,3231,-3.0,4,Sunday
DSP_901373,2025-02-01 03:00:00,2025-02-01 04:50:00,2025-02-01 04:55:00,Shepperton_Plant,Murehwa,TRUCK_117,1580,674,617,476,3347,5.0,3,Saturday
DSP_901348,2025-01-31 03:00:00,2025-01-31 04:00:00,2025-01-31 03:54:00,Shepperton_Plant,Harare,TRUCK_109,990,294,315,464,2063,-6.0,3,Friday
DSP_906190,2025-05-24 02:00:00,2025-05-24 02:50:00,2025-05-24 03:15:00,Shepperton_Plant,Hatcliff,TRUCK_128,1928,549,526,785,3788,25.0,2,Saturday
DSP_904929,2025-04-25 05:00:00,2025-04-25 06:00:00,2025-04-25 05:55:00,Shepperton_Plant,Harare,TRUCK_005,1324,547,454,462,2787,-5.0,5,Friday
DSP_903812,2025-03-30 06:00:00,2025-03-30 08:20:00,2025-03-30 08:13:00,Shepperton_Plant,Bindura,TRUCK_058,995,288,428,367,2078,-7.0,6,Sunday
DSP_905774,2025-05-14 03:00:00,2025-05-14 03:50:00,2025-05-14 03:53:00,Shepperton_Plant,Hatcliff,TRUCK_050,988,297,344,305,1934,3.0,3,Wednesday
DSP_908782,2025-07-24 06:00:00,2025-07-24 08:20:00,2025-07-24 08:19:00,Shepperton_Plant,Bindura,TRUCK_095,2378,543,691,539,4151,-1.0,6,Thursday
DSP_902544,2025-02-27 04:00:00,2025-02-27 05:00:00,2025-02-27 05:02:00,Shepperton_Plant,Harare,TRUCK_058,2011,634,514,574,3733,2.0,4,Thursday
DSP_906301,2025-05-26 04:00:00,2025-05-26 06:30:00,2025-05-26 06:33:00,Shepperton_Plant,Chinhoyi,TRUCK_034,1662,507,646,840,3655,3.0,4,Monday
DSP_901323,2025-01-31 03:00:00,2025-01-31 05:00:00,2025-01-31 04:56:00,Shepperton_Plant,Chegutu,TRUCK_097,1883,580,551,442,3456,-4.0,3,Friday
DSP_906810,2025-06-06 05:00:00,2025-06-06 07:00:00,2025-06-06 07:01:00,Shepperton_Plant,Chegutu,TRUCK_007,1894,714,656,732,3996,1.0,5,Friday
DSP_906877,2025-06-08 06:00:00,2025-06-08 11:00:00,2025-06-08 11:07:00,Shepperton_Plant,Mutare,TRUCK_067,2195,432,623,531,3781,7.0,6,Sunday
DSP_908441,2025-07-16 06:00:00,2025-07-16 08:20:00,2025-07-16 08:18:00,Shepperton_Plant,Bindura,TRUCK_049,1567,515,459,420,2961,-2.0,6,Wednesday
DSP_901235,2025-01-29 04:00:00,2025-01-29 09:00:00,2025-01-29 09:00:00,Shepperton_Plant,Mutare,TRUCK_040,1595,336,524,411,2866,0.0,4,Wednesday
DSP_902893,2025-03-06 02:00:00,2025-03-06 02:50:00,2025-03-06 03:17:00,Shepperton_Plant,Hatcliff,TRUCK_015,1148,282,337,412,2179,27.0,2,Thursday
DSP_900967,2025-01-22 05:00:00,2025-01-22 07:20:00,2025-01-22 07:21:00,Shepperton_Plant,Bindura,TRUCK_023,1949,413,403,601,3366,1.0,5,Wednesday
DSP_902445,2025-02-25 05:00:00,2025-02-25 06:50:00,2025-02-25 06:53:00,Shepperton_Plant,Murehwa,TRUCK_017,1145,387,311,352,2195,3.0,5,Tuesday
DSP_905020,2025-04-27 05:00:00,2025-04-27 06:50:00,2025-04-27 07:03:00,Shepperton_Plant,Murehwa,TRUCK_015,1708,414,408,386,2916,13.0,5,Sunday
DSP_908749,2025-07-22 02:00:00,2025-07-22 04:00:00,2025-07-22 03:57:00,Shepperton_Plant,Chegutu,TRUCK_137,1201,515,532,405,2653,-3.0,2,Tuesday
DSP_905586,2025-05-10 03:00:00,2025-05-10 08:00:00,2025-05-10 07:50:00,Shepperton_Plant,Mutare,TRUCK_054,1703,491,376,426,2996,-10.0,3,Saturday
DSP_902871,2025-03-06 06:00:00,2025-03-06 07:00:00,2025-03-06 06:55:00,Shepperton_Plant,Harare,TRUCK_135,2009,729,731,647,4116,-5.0,6,Thursday
DSP_909148,2025-07-31 06:00:00,2025-07-31 08:20:00,2025-07-31 08:30:00,Shepperton_Plant,Bindura,TRUCK_004,1828,435,396,443,3102,10.0,6,Thursday
DSP_900986,2025-01-23 03:00:00,2025-01-23 04:00:00,2025-01-23 04:02:00,Shepperton_Plant,Harare,TRUCK_050,2366,616,567,485,4034,2.0,3,Thursday
DSP_905959,2025-05-19 02:00:00,2025-05-19 02:50:00,2025-05-19 03:05:00,Shepperton_Plant,Hatcliff,TRUCK_067,2004,662,695,520,3881,15.0,2,Monday
DSP_904259,2025-04-09 04:00:00,2025-04-09 06:20:00,2025-04-09 06:15:00,Shepperton_Plant,Bindura,TRUCK_012,1671,533,501,659,3364,-5.0,4,Wednesday
DSP_905892,2025-05-17 02:00:00,2025-05-17 03:00:00,2025-05-17 03:00:00,Shepperton_Plant,Harare,TRUCK_055,2206,575,441,570,3792,0.0,2,Saturday
DSP_907617,2025-06-26 03:00:00,2025-06-26 03:50:00,2025-06-26 04:19:00,Shepperton_Plant,Hatcliff,TRUCK_150,1170,357,387,359,2273,29.0,3,Thursday
DSP_901065,2025-01-25 02:00:00,2025-01-25 02:50:00,2025-01-25 03:29:00,Shepperton_Plant,Hatcliff,TRUCK_125,2197,575,586,611,3969,39.0,2,Saturday
DSP_905430,2025-05-06 03:00:00,2025-05-06 04:00:00,2025-05-06 04:35:00,Shepperton_Plant,Harare,TRUCK_103,1056,363,436,448,2303,35.0,3,Tuesday
DSP_904837,2025-04-22 02:00:00,2025-04-22 03:50:00,2025-04-22 03:47:00,Shepperton_Plant,Murehwa,TRUCK_020,1666,339,485,479,2969,-3.0,2,Tuesday
DSP_905777,2025-05-14 02:00:00,2025-05-14 03:50:00,2025-05-14 04:24:00,Shepperton_Plant,Murehwa,TRUCK_020,2314,544,517,609,3984,34.0,2,Wednesday
DSP_901662,2025-02-07 03:00:00,2025-02-07 05:30:00,2025-02-07 05:27:00,Shepperton_Plant,Chinhoyi,TRUCK_055,1536,382,562,381,2861,-3.0,3,Friday
DSP_902855,2025-03-06 06:00:00,2025-03-06 08:20:00,2025-03-06 08:50:00,Shepperton_Plant,Bindura,TRUCK_041,1199,401,452,515,2567,30.0,6,Thursday
DSP_907499,2025-06-23 03:00:00,2025-06-23 04:50:00,2025-06-23 05:01:00,Shepperton_Plant,Murehwa,TRUCK_108,2373,450,541,659,4023,11.0,3,Monday
DSP_903438,2025-03-20 05:00:00,2025-03-20 05:50:00,2025-03-20 06:34:00,Shepperton_Plant,Hatcliff,TRUCK_079,954,421,284,400,2059,44.0,5,Thursday
DSP_906575,2025-06-01 06:00:00,2025-06-01 08:00:00,2025-06-01 08:19:00,Shepperton_Plant,Chegutu,TRUCK_125,1031,359,438,449,2277,19.0,6,Sunday
DSP_901356,2025-01-31 03:00:00,2025-01-31 03:50:00,2025-01-31 03:43:00,Shepperton_Plant,Hatcliff,TRUCK_111,1257,403,400,592,2652,-7.0,3,Friday
DSP_907829,2025-06-30 03:00:00,2025-06-30 04:00:00,2025-06-30 04:08:00,Shepperton_Plant,Harare,TRUCK_065,1830,343,390,580,3143,8.0,3,Monday
DSP_907761,2025-06-29 02:00:00,2025-06-29 03:00:00,2025-06-29 02:52:00,Shepperton_Plant,Harare,TRUCK_090,1659,752,591,553,3555,-8.0,2,Sunday
DSP_900522,2025-01-11 03:00:00,2025-01-11 08:00:00,2025-01-11 07:55:00,Shepperton_Plant,Mutare,TRUCK_126,1713,341,457,432,2943,-5.0,3,Saturday
DSP_902177,2025-02-19 05:00:00,2025-02-19 05:50:00,2025-02-19 05:42:00,Shepperton_Plant,Hatcliff,TRUCK_003,2105,748,568,569,3990,-8.0,5,Wednesday
DSP_905690,2025-05-12 03:00:00,2025-05-12 04:50:00,2025-05-12 04:49:00,Shepperton_Plant,Murehwa,TRUCK_014,1880,647,412,561,3500,-1.0,3,Monday
DSP_903847,2025-03-31 02:00:00,2025-03-31 03:50:00,2025-03-31 04:28:00,Shepperton_Plant,Murehwa,TRUCK_123,909,280,284,379,1852,38.0,2,Monday
DSP_903065,2025-03-11 03:00:00,2025-03-11 04:00:00,2025-03-11 04:00:00,Shepperton_Plant,Harare,TRUCK_053,2054,414,522,667,3657,0.0,3,Tuesday
DSP_907719,2025-06-28 06:00:00,2025-06-28 07:00:00,2025-06-28 07:04:00,Shepperton_Plant,Harare,TRUCK_034,1899,613,444,584,3540,4.0,6,Saturday
DSP_908937,2025-07-27 03:00:00,2025-07-27 04:50:00,2025-07-27 05:30:00,Shepperton_Plant,Murehwa,TRUCK_007,1851,823,550,695,3919,40.0,3,Sunday
DSP_900491,2025-01-11 04:00:00,2025-01-11 05:00:00,2025-01-11 05:45:00,Shepperton_Plant,Harare,TRUCK_105,958,433,369,323,2083,45.0,4,Saturday
DSP_904199,2025-04-08 03:00:00,2025-04-08 08:00:00,2025-04-08 08:42:00,Shepperton_Plant,Mutare,TRUCK_092,891,295,295,326,1807,42.0,3,Tuesday
DSP_904246,2025-04-09 02:00:00,2025-04-09 04:00:00,2025-04-09 03:56:00,Shepperton_Plant,Chegutu,TRUCK_079,1423,363,293,431,2510,-4.0,2,Wednesday
DSP_903675,2025-03-26 02:00:00,2025-03-26 07:00:00,2025-03-26 07:42:00,Shepperton_Plant,Mutare,TRUCK_084,1438,424,626,424,2912,42.0,2,Wednesday
DSP_904474,2025-04-14 05:00:00,2025-04-14 07:20:00,2025-04-14 07:32:00,Shepperton_Plant,Bindura,TRUCK_007,1587,404,382,360,2733,12.0,5,Monday
DSP_903915,2025-04-02 06:00:00,2025-04-02 08:00:00,2025-04-02 07:57:00,Shepperton_Plant,Chegutu,TRUCK_110,1998,374,483,613,3468,-3.0,6,Wednesday
DSP_907336,2025-06-19 05:00:00,2025-06-19 05:50:00,2025-06-19 05:41:00,Shepperton_Plant,Hatcliff,TRUCK_073,2081,660,596,747,4084,-9.0,5,Thursday
DSP_902166,2025-02-19 03:00:00,2025-02-19 05:20:00,2025-02-19 05:31:00,Shepperton_Plant,Bindura,TRUCK_007,2410,622,461,643,4136,11.0,3,Wednesday
DSP_907328,2025-06-19 04:00:00,2025-06-19 09:00:00,2025-06-19 08:54:00,Shepperton_Plant,Mutare,TRUCK_037,1578,453,354,481,2866,-6.0,4,Thursday
DSP_900460,2025-01-10 03:00:00,2025-01-10 05:00:00,2025-01-10 04:55:00,Shepperton_Plant,Chegutu,TRUCK_123,1192,312,415,315,2234,-5.0,3,Friday
DSP_900732,2025-01-17 02:00:00,2025-01-17 07:00:00,2025-01-17 07:15:00,Shepperton_Plant,Mutare,TRUCK_062,1274,471,442,339,2526,15.0,2,Friday
DSP_902510,2025-02-26 06:00:00,2025-02-26 06:50:00,2025-02-26 07:27:00,Shepperton_Plant,Hatcliff,TRUCK_012,1165,394,385,548,2492,37.0,6,Wednesday
DSP_908024,2025-07-05 02:00:00,2025-07-05 04:00:00,2025-07-05 04:19:00,Shepperton_Plant,Chegutu,TRUCK_038,1484,274,401,395,2554,19.0,2,Saturday
DSP_907779,2025-06-29 05:00:00,2025-06-29 10:00:00,2025-06-29 10:34:00,Shepperton_Plant,Mutare,TRUCK_146,1406,377,332,479,2594,34.0,5,Sunday
DSP_904430,2025-04-13 03:00:00,2025-04-13 05:00:00,2025-04-13 05:24:00,Shepperton_Plant,Chegutu,TRUCK_135,2044,504,796,563,3907,24.0,3,Sunday
DSP_904698,2025-04-20 06:00:00,2025-04-20 08:30:00,2025-04-20 08:56:00,Shepperton_Plant,Chinhoyi,TRUCK_138,1762,456,356,445,3019,26.0,6,Sunday
DSP_901998,2025-02-14 03:00:00,2025-02-14 05:00:00,2025-02-14 05:29:00,Shepperton_Plant,Chegutu,TRUCK_117,1962,743,673,617,3995,29.0,3,Friday
DSP_907888,2025-07-01 04:00:00,2025-07-01 06:00:00,2025-07-01 05:57:00,Shepperton_Plant,Chegutu,TRUCK_137,1591,315,362,423,2691,-3.0,4,Tuesday
DSP_902201,2025-02-19 02:00:00,2025-02-19 03:50:00,2025-02-19 03:58:00,Shepperton_Plant,Murehwa,TRUCK_063,1053,298,243,272,1866,8.0,2,Wednesday
DSP_903205,2025-03-14 05:00:00,2025-03-14 06:50:00,2025-03-14 07:28:00,Shepperton_Plant,Murehwa,TRUCK_085,1405,453,349,433,2640,38.0,5,Friday
DSP_900260,2025-01-06 06:00:00,2025-01-06 08:00:00,2025-01-06 07:58:00,Shepperton_Plant,Chegutu,TRUCK_137,2013,419,572,587,3591,-2.0,6,Monday
DSP_901836,2025-02-11 05:00:00,2025-02-11 10:00:00,2025-02-11 10:00:00,Shepperton_Plant,Mutare,TRUCK_086,945,327,255,365,1892,0.0,5,Tuesday
DSP_908745,2025-07-22 02:00:00,2025-07-22 03:00:00,2025-07-22 03:04:00,Shepperton_Plant,Harare,TRUCK_069,1545,469,493,356,2863,4.0,2,Tuesday
DSP_900189,2025-01-04 02:00:00,2025-01-04 04:20:00,2025-01-04 04:58:00,Shepperton_Plant,Bindura,TRUCK_056,1494,363,567,439,2863,38.0,2,Saturday
DSP_905240,2025-05-02 02:00:00,2025-05-02 07:00:00,2025-05-02 07:17:00,Shepperton_Plant,Mutare,TRUCK_024,1218,410,390,519,2537,17.0,2,Friday
DSP_902903,2025-03-07 02:00:00,2025-03-07 03:50:00,2025-03-07 03:41:00,Shepperton_Plant,Murehwa,TRUCK_012,1857,668,639,491,3655,-9.0,2,Friday
DSP_902028,2025-02-15 03:00:00,2025-02-15 04:00:00,2025-02-15 04:18:00,Shepperton_Plant,Harare,TRUCK_009,1091,288,290,230,1899,18.0,3,Saturday
DSP_900220,2025-01-05 04:00:00,2025-01-05 05:50:00,2025-01-05 06:31:00,Shepperton_Plant,Murehwa,TRUCK_077,1225,361,340,466,2392,41.0,4,Sunday
DSP_901753,2025-02-09 06:00:00,2025-02-09 11:00:00,2025-02-09 10:56:00,Shepperton_Plant,Mutare,TRUCK_016,1206,421,402,313,2342,-4.0,6,Sunday
DSP_905918,2025-05-18 06:00:00,2025-05-18 07:00:00,2025-05-18 07:06:00,Shepperton_Plant,Harare,TRUCK_092,1745,528,578,560,3411,6.0,6,Sunday
DSP_904119,2025-04-06 06:00:00,2025-04-06 11:00:00,2025-04-06 11:13:00,Shepperton_Plant,Mutare,TRUCK_038,1201,313,520,360,2394,13.0,6,Sunday
DSP_900127,2025-01-03 04:00:00,2025-01-03 06:30:00,2025-01-03 06:36:00,Shepperton_Plant,Chinhoyi,TRUCK_102,2220,526,834,617,4197,6.0,4,Friday
DSP_904621,2025-04-17 03:00:00,2025-04-17 04:00:00,2025-04-17 04:01:00,Shepperton_Plant,Harare,TRUCK_060,1176,350,346,315,2187,1.0,3,Thursday
DSP_901532,2025-02-04 03:00:00,2025-02-04 04:00:00,2025-02-04 03:56:00,Shepperton_Plant,Harare,TRUCK_123,1939,490,379,479,3287,-4.0,3,Tuesday
DSP_903953,2025-04-02 02:00:00,2025-04-02 03:50:00,2025-04-02 04:08:00,Shepperton_Plant,Murehwa,TRUCK_148,1006,462,359,408,2235,18.0,2,Wednesday
DSP_908744,2025-07-22 04:00:00,2025-07-22 05:50:00,2025-07-22 06:04:00,Shepperton_Plant,Murehwa,TRUCK_097,1534,372,407,483,2796,14.0,4,Tuesday
DSP_906250,2025-05-25 03:00:00,2025-05-25 05:20:00,2025-05-25 05:13:00,Shepperton_Plant,Bindura,TRUCK_136,1917,407,475,399,3198,-7.0,3,Sunday
DSP_906219,2025-05-24 02:00:00,2025-05-24 03:00:00,2025-05-24 02:54:00,Shepperton_Plant,Harare,TRUCK_141,1316,310,413,322,2361,-6.0,2,Saturday
DSP_909085,2025-07-30 06:00:00,2025-07-30 07:00:00,2025-07-30 06:52:00,Shepperton_Plant,Harare,TRUCK_063,1662,464,368,527,3021,-8.0,6,Wednesday
DSP_901564,2025-02-05 04:00:00,2025-02-05 06:00:00,2025-02-05 06:35:00,Shepperton_Plant,Chegutu,TRUCK_061,1208,406,477,588,2679,35.0,4,Wednesday
DSP_906517,2025-05-31 06:00:00,2025-05-31 06:50:00,2025-05-31 07:02:00,Shepperton_Plant,Hatcliff,TRUCK_108,1517,329,382,435,2663,12.0,6,Saturday
DSP_900716,2025-01-16 04:00:00,2025-01-16 05:00:00,2025-01-16 05:43:00,Shepperton_Plant,Harare,TRUCK_090,2022,504,588,411,3525,43.0,4,Thursday
DSP_906119,2025-05-22 04:00:00,2025-05-22 06:00:00,2025-05-22 06:02:00,Shepperton_Plant,Chegutu,TRUCK_081,912,370,270,323,1875,2.0,4,Thursday
DSP_902722,2025-03-03 03:00:00,2025-03-03 04:00:00,2025-03-03 04:34:00,Shepperton_Plant,Harare,TRUCK_142,1555,587,548,748,3438,34.0,3,Monday
DSP_902295,2025-02-21 02:00:00,2025-02-21 03:00:00,2025-02-21 02:57:00,Shepperton_Plant,Harare,TRUCK_031,1824,681,543,728,3776,-3.0,2,Friday
DSP_908740,2025-07-22 05:00:00,2025-07-22 07:00:00,2025-07-22 07:14:00,Shepperton_Plant,Chegutu,TRUCK_027,1278,390,573,436,2677,14.0,5,Tuesday
DSP_900774,2025-01-18 04:00:00,2025-01-18 04:50:00,2025-01-18 04:47:00,Shepperton_Plant,Hatcliff,TRUCK_074,1277,323,335,439,2374,-3.0,4,Saturday
DSP_903412,2025-03-19 04:00:00,2025-03-19 06:20:00,2025-03-19 06:22:00,Shepperton_Plant,Bindura,TRUCK_097,2199,601,443,462,3705,2.0,4,Wednesday
DSP_908974,2025-07-27 06:00:00,2025-07-27 07:00:00,2025-07-27 07:27:00,Shepperton_Plant,Harare,TRUCK_048,1317,517,502,493,2829,27.0,6,Sunday
DSP_900581,2025-01-13 02:00:00,2025-01-13 04:30:00,2025-01-13 04:34:00,Shepperton_Plant,Chinhoyi,TRUCK_120,1249,402,376,430,2457,4.0,2,Monday
DSP_909109,2025-07-30 04:00:00,2025-07-30 09:00:00,2025-07-30 08:55:00,Shepperton_Plant,Mutare,TRUCK_149,2067,633,557,746,4003,-5.0,4,Wednesday
DSP_903553,2025-03-23 05:00:00,2025-03-23 10:00:00,2025-03-23 10:37:00,Shepperton_Plant,Mutare,TRUCK_107,2335,612,541,674,4162,37.0,5,Sunday
DSP_904868,2025-04-23 04:00:00,2025-04-23 04:50:00,2025-04-23 04:52:00,Shepperton_Plant,Hatcliff,TRUCK_071,1132,363,381,418,2294,2.0,4,Wednesday
DSP_905722,2025-05-13 04:00:00,2025-05-13 05:00:00,2025-05-13 05:38:00,Shepperton_Plant,Harare,TRUCK_008,2210,627,595,612,4044,38.0,4,Tuesday
DSP_902157,2025-02-18 04:00:00,2025-02-18 04:50:00,2025-02-18 05:13:00,Shepperton_Plant,Hatcliff,TRUCK_010,1274,348,507,440,2569,23.0,4,Tuesday
DSP_907321,2025-06-18 06:00:00,2025-06-18 11:00:00,2025-06-18 11:08:00,Shepperton_Plant,Mutare,TRUCK_142,1901,647,502,739,3789,8.0,6,Wednesday
DSP_905801,2025-05-15 05:00:00,2025-05-15 07:20:00,2025-05-15 07:31:00,Shepperton_Plant,Bindura,TRUCK_085,1013,422,293,406,2134,11.0,5,Thursday
DSP_902351,2025-02-23 04:00:00,2025-02-23 06:20:00,2025-02-23 06:28:00,Shepperton_Plant,Bindura,TRUCK_109,1807,477,535,691,3510,8.0,4,Sunday
DSP_907733,2025-06-28 03:00:00,2025-06-28 05:20:00,2025-06-28 05:51:00,Shepperton_Plant,Bindura,TRUCK_014,1515,332,385,339,2571,31.0,3,Saturday
DSP_909001,2025-07-28 04:00:00,2025-07-28 04:50:00,2025-07-28 05:13:00,Shepperton_Plant,Hatcliff,TRUCK_010,2123,474,592,435,3624,23.0,4,Monday
DSP_906876,2025-06-08 05:00:00,2025-06-08 07:20:00,2025-06-08 07:24:00,Shepperton_Plant,Bindura,TRUCK_009,1283,373,277,307,2240,4.0,5,Sunday
DSP_901242,2025-01-29 03:00:00,2025-01-29 08:00:00,2025-01-29 07:59:00,Shepperton_Plant,Mutare,TRUCK_063,1179,329,294,211,2013,-1.0,3,Wednesday
DSP_908134,2025-07-08 04:00:00,2025-07-08 06:30:00,2025-07-08 06:27:00,Shepperton_Plant,Chinhoyi,TRUCK_064,1911,568,598,767,3844,-3.0,4,Tuesday
DSP_908457,2025-07-17 03:00:00,2025-07-17 08:00:00,2025-07-17 08:43:00,Shepperton_Plant,Mutare,TRUCK_094,2190,547,501,537,3775,43.0,3,Thursday
DSP_903034,2025-03-10 04:00:00,2025-03-10 05:50:00,2025-03-10 06:01:00,Shepperton_Plant,Murehwa,TRUCK_107,1340,277,345,408,2370,11.0,4,Monday
DSP_901860,2025-02-12 06:00:00,2025-02-12 08:20:00,2025-02-12 08:50:00,Shepperton_Plant,Bindura,TRUCK_116,939,318,339,309,1905,30.0,6,Wednesday
DSP_908231,2025-07-11 06:00:00,2025-07-11 08:20:00,2025-07-11 08:14:00,Shepperton_Plant,Bindura,TRUCK_121,1256,427,568,502,2753,-6.0,6,Friday
DSP_900766,2025-01-18 06:00:00,2025-01-18 07:50:00,2025-01-18 08:34:00,Shepperton_Plant,Murehwa,TRUCK_039,1759,485,388,372,3004,44.0,6,Saturday
DSP_907630,2025-06-26 05:00:00,2025-06-26 06:50:00,2025-06-26 06:41:00,Shepperton_Plant,Murehwa,TRUCK_077,1510,618,613,604,3345,-9.0,5,Thursday
DSP_908829,2025-07-24 06:00:00,2025-07-24 06:50:00,2025-07-24 07:05:00,Shepperton_Plant,Hatcliff,TRUCK_084,2151,630,619,546,3946,15.0,6,Thursday
DSP_904343,2025-04-11 02:00:00,2025-04-11 07:00:00,2025-04-11 07:45:00,Shepperton_Plant,Mutare,TRUCK_098,1411,525,358,516,2810,45.0,2,Friday
DSP_907990,2025-07-05 03:00:00,2025-07-05 05:30:00,2025-07-05 05:26:00,Shepperton_Plant,Chinhoyi,TRUCK_130,1764,710,779,538,3791,-4.0,3,Saturday
DSP_905311,2025-05-03 03:00:00,2025-05-03 04:50:00,2025-05-03 04:40:00,Shepperton_Plant,Murehwa,TRUCK_043,1610,423,316,404,2753,-10.0,3,Saturday
DSP_906889,2025-06-08 04:00:00,2025-06-08 06:20:00,2025-06-08 06:10:00,Shepperton_Plant,Bindura,TRUCK_012,1455,337,442,432,2666,-10.0,4,Sunday
DSP_902909,2025-03-07 04:00:00,2025-03-07 06:30:00,2025-03-07 06:22:00,Shepperton_Plant,Chinhoyi,TRUCK_108,1479,581,717,488,3265,-8.0,4,Friday
DSP_906249,2025-05-25 06:00:00,2025-05-25 11:00:00,2025-05-25 11:09:00,Shepperton_Plant,Mutare,TRUCK_093,1787,776,740,553,3856,9.0,6,Sunday
DSP_907299,2025-06-18 02:00:00,2025-06-18 04:30:00,2025-06-18 04:31:00,Shepperton_Plant,Chinhoyi,TRUCK_059,1837,775,565,757,3934,1.0,2,Wednesday
DSP_904835,2025-04-22 04:00:00,2025-04-22 05:50:00,2025-04-22 05:55:00,Shepperton_Plant,Murehwa,TRUCK_009,1708,501,548,648,3405,5.0,4,Tuesday
