record_id,timestamp,plant_id,depot_id,route_id,store_id,sku,balance_before,balance_after,quantity_moved,movement_type,reason_code,expiry_date
INV_2007338,2025-06-09 17:00:00,Shepperton_Plant,Chinhoyi,,STORE_053,High Energy Brown,3829,3775,-54,sale,Sale,2025-03-07
INV_2007339,2025-05-16 21:00:00,Shepperton_Plant,Harare,RT_CHI_01,STORE_185,Low GI Seed loaf,3397,2012,-1385,dispatch,Dispatch to store,2025-04-21
INV_2007340,2025-03-05 01:00:00,Shepperton_Plant,Hatcliff,,STORE_154,Soft white,3397,3360,-37,sale,Sale,2025-03-07
INV_2007341,2025-04-04 22:00:00,Shepperton_Plant,Harare,,STORE_086,Soft white,7682,7644,-38,sale,Sale,2025-03-14
INV_2007342,2025-01-24 21:00:00,Shepperton_Plant,Bindura,,STORE_146,Whole grain loaf,3888,3852,-36,sale,Sale,2025-04-07
INV_2007343,2025-07-18 09:00:00,Shepperton_Plant,Chegutu,,STORE_166,Low GI Seed loaf,2184,3219,1035,production,Baked Output,2025-05-24
INV_2007344,2025-03-21 17:00:00,Shepperton_Plant,Chegutu,,STORE_062,Soft white,1247,1241,-6,sale,Sale,2025-03-04
INV_2007345,2025-06-12 20:00:00,Shepperton_Plant,Harare,RT_HAT_01,STORE_021,Soft white,3120,3148,28,return_from_store,Return from store,2025-05-19
INV_2007346,2025-05-05 00:00:00,Shepperton_Plant,Hatcliff,,STORE_105,Whole grain loaf,5017,4794,-223,waste,Expired Waste,2025-06-16
INV_2007347,2025-07-25 06:00:00,Shepperton_Plant,Bindura,,STORE_064,Whole grain loaf,1004,3508,2504,production,Baked Output,2025-04-25
INV_2007348,2025-01-04 16:00:00,Shepperton_Plant,Chegutu,,STORE_176,High Energy Brown,1082,1041,-41,sale,Sale,2025-05-18
INV_2007349,2025-07-02 16:00:00,Shepperton_Plant,Harare,,STORE_069,Soft white,6604,8066,1462,production,Baked Output,2025-02-16
INV_2007350,2025-04-24 22:00:00,Shepperton_Plant,Bindura,RT_MUR_01,STORE_089,Low GI Seed loaf,2115,1294,-821,dispatch,Dispatch to depot,2025-03-14
INV_2007351,2025-01-08 02:00:00,Shepperton_Plant,Mutare,,STORE_129,Low GI Seed loaf,3738,3680,-58,sale,Sale,2025-02-16
INV_2007352,2025-07-08 20:00:00,Shepperton_Plant,Bindura,,STORE_088,Soft white,961,3357,2396,production,Baked Output,2025-03-06
INV_2007353,2025-04-20 21:00:00,Shepperton_Plant,Chegutu,,STORE_154,Whole grain loaf,2078,2067,-11,sale,Sale,2025-01-19
INV_2007354,2025-04-15 09:00:00,Shepperton_Plant,Mutare,RT_MUT_02,STORE_049,High Energy Brown,4103,4192,89,return_from_store,Return from store,2025-04-20
INV_2007355,2025-01-21 23:00:00,Shepperton_Plant,Chegutu,,STORE_033,High Energy Brown,663,2816,2153,production,Baked Output,2025-02-10
INV_2007356,2025-07-14 05:00:00,Shepperton_Plant,Chinhoyi,,STORE_037,Whole grain loaf,1921,1864,-57,sale,Sale,2025-03-15
INV_2007357,2025-01-22 12:00:00,Shepperton_Plant,Chegutu,,STORE_193,Soft white,2244,2198,-46,sale,Sale,2025-07-25
INV_2007358,2025-06-14 00:00:00,Shepperton_Plant,Mutare,,STORE_045,Low GI Seed loaf,3896,3871,-25,sale,Sale,2025-04-30
INV_2007359,2025-04-18 02:00:00,Shepperton_Plant,Bindura,,STORE_089,Soft white,2188,2183,-5,sale,Sale,2025-01-17
INV_2007360,2025-05-13 07:00:00,Shepperton_Plant,Chinhoyi,,STORE_156,High Energy Brown,3974,6107,2133,production,Baked Output,2025-01-27
INV_2007361,2025-05-23 19:00:00,Shepperton_Plant,Chegutu,RT_BIN_01,STORE_180,Low GI Seed loaf,2695,2764,69,return_from_store,Return from store,2025-02-19
INV_2007362,2025-07-05 11:00:00,Shepperton_Plant,Bindura,,STORE_074,Soft white,217,163,-54,sale,Sale,2025-04-13
INV_2007363,2025-01-25 16:00:00,Shepperton_Plant,Chegutu,RT_HAR_03,STORE_001,Low GI Seed loaf,871,-451,-1322,dispatch,Dispatch to store,2025-04-22
INV_2007364,2025-07-26 00:00:00,Shepperton_Plant,Mutare,,STORE_036,Soft white,3970,3955,-15,sale,Sale,2025-05-31
INV_2007365,2025-07-17 10:00:00,Shepperton_Plant,Hatcliff,,STORE_068,Whole grain loaf,780,727,-53,sale,Sale,2025-02-11
INV_2007366,2025-07-18 03:00:00,Shepperton_Plant,Harare,,STORE_106,Whole grain loaf,3876,3843,-33,sale,Sale,2025-02-01
INV_2007367,2025-06-17 17:00:00,Shepperton_Plant,Chegutu,,STORE_179,Low GI Seed loaf,990,950,-40,sale,Sale,2025-07-28
INV_2007368,2025-02-14 08:00:00,Shepperton_Plant,Mutare,,STORE_114,Low GI Seed loaf,1160,2994,1834,production,Baked Output,2025-04-19
INV_2007369,2025-07-09 18:00:00,Shepperton_Plant,Murehwa,,STORE_182,Low GI Seed loaf,4109,5345,1236,production,Baked Output,2025-04-19
INV_2007370,2025-05-22 16:00:00,Shepperton_Plant,Bindura,,STORE_087,Whole grain loaf,1604,1589,-15,sale,Sale,2025-01-14
INV_2007371,2025-04-02 17:00:00,Shepperton_Plant,Chinhoyi,RT_HAR_02,STORE_045,High Energy Brown,2142,1325,-817,dispatch,Dispatch to depot,2025-03-02
INV_2007372,2025-07-07 12:00:00,Shepperton_Plant,Murehwa,RT_CHI_01,STORE_129,Whole grain loaf,3625,2082,-1543,dispatch,Dispatch to depot,2025-02-15
INV_2007373,2025-02-23 08:00:00,Shepperton_Plant,Chinhoyi,,STORE_177,Low GI Seed loaf,2126,3738,1612,production,Baked Output,2025-05-12
INV_2007374,2025-02-10 08:00:00,Shepperton_Plant,Hatcliff,,STORE_008,Soft white,3723,3667,-56,sale,Sale,2025-05-15
INV_2007375,2025-04-14 09:00:00,Shepperton_Plant,Chinhoyi,,STORE_086,Soft white,3377,3340,-37,sale,Sale,2025-07-10
INV_2007376,2025-05-11 09:00:00,Shepperton_Plant,Bindura,,STORE_179,Soft white,2575,2544,-31,sale,Sale,2025-03-20
INV_2007377,2025-06-06 22:00:00,Shepperton_Plant,Murehwa,,STORE_127,Whole grain loaf,2724,2706,-18,sale,Sale,2025-03-25
INV_2007378,2025-01-06 12:00:00,Shepperton_Plant,Hatcliff,,STORE_181,Whole grain loaf,902,893,-9,sale,Sale,2025-04-14
INV_2007379,2025-02-06 06:00:00,Shepperton_Plant,Chinhoyi,,STORE_089,Whole grain loaf,8971,8922,-49,sale,Sale,2025-05-22
INV_2007380,2025-05-01 22:00:00,Shepperton_Plant,Mutare,,STORE_182,Low GI Seed loaf,3414,3275,-139,waste,Damaged,2025-04-10
INV_2007381,2025-01-26 14:00:00,Shepperton_Plant,Chegutu,,STORE_156,Soft white,3302,3297,-5,sale,Sale,2025-07-13
INV_2007382,2025-05-17 06:00:00,Shepperton_Plant,Hatcliff,,STORE_199,High Energy Brown,2303,2264,-39,sale,Sale,2025-03-15
INV_2007383,2025-02-12 09:00:00,Shepperton_Plant,Murehwa,,STORE_189,Whole grain loaf,400,421,21,stock_adjustment,Manual Correction,2025-01-29
INV_2007384,2025-06-07 13:00:00,Shepperton_Plant,Chegutu,,STORE_089,Low GI Seed loaf,532,482,-50,sale,Sale,2025-03-11
INV_2007385,2025-07-01 06:00:00,Shepperton_Plant,Chegutu,,STORE_016,Whole grain loaf,1008,974,-34,sale,Sale,2025-05-25
INV_2007386,2025-03-08 20:00:00,Shepperton_Plant,Mutare,,STORE_172,Low GI Seed loaf,2864,2820,-44,sale,Sale,2025-03-13
INV_2007387,2025-06-26 02:00:00,Shepperton_Plant,Hatcliff,,STORE_190,Low GI Seed loaf,2988,2978,-10,sale,Sale,2025-04-13
INV_2007388,2025-07-16 15:00:00,Shepperton_Plant,Murehwa,,STORE_075,Soft white,3226,3191,-35,sale,Sale,2025-03-29
INV_2007389,2025-02-17 14:00:00,Shepperton_Plant,Bindura,,STORE_177,Low GI Seed loaf,3718,3686,-32,sale,Sale,2025-04-08
INV_2007390,2025-01-18 00:00:00,Shepperton_Plant,Chinhoyi,RT_MUT_02,STORE_174,High Energy Brown,1964,1249,-715,dispatch,Dispatch to store,2025-07-17
INV_2007391,2025-01-15 07:00:00,Shepperton_Plant,Harare,,STORE_026,Low GI Seed loaf,1865,1690,-175,waste,Damaged,2025-03-22
INV_2007392,2025-04-28 12:00:00,Shepperton_Plant,Bindura,,STORE_153,High Energy Brown,3017,2965,-52,sale,Sale,2025-04-13
INV_2007393,2025-05-27 17:00:00,Shepperton_Plant,Bindura,,STORE_157,High Energy Brown,148,111,-37,sale,Sale,2025-03-15
INV_2007394,2025-02-13 03:00:00,Shepperton_Plant,Hatcliff,,STORE_122,High Energy Brown,1150,929,-221,waste,Damaged,2025-04-21
INV_2007395,2025-05-26 11:00:00,Shepperton_Plant,Hatcliff,,STORE_108,Low GI Seed loaf,3966,3907,-59,sale,Sale,2025-07-30
INV_2007396,2025-04-06 09:00:00,Shepperton_Plant,Chegutu,,STORE_009,High Energy Brown,2022,2008,-14,sale,Sale,2025-06-28
INV_2007397,2025-03-01 05:00:00,Shepperton_Plant,Chegutu,,STORE_188,Low GI Seed loaf,2617,2560,-57,sale,Sale,2025-04-23
INV_2007398,2025-04-17 11:00:00,Shepperton_Plant,Mutare,,STORE_177,Whole grain loaf,1386,1380,-6,sale,Sale,2025-07-07
INV_2007399,2025-05-18 08:00:00,Shepperton_Plant,Chegutu,,STORE_172,Low GI Seed loaf,444,434,-10,sale,Sale,2025-07-03
INV_2007400,2025-04-28 12:00:00,Shepperton_Plant,Chinhoyi,,STORE_173,Low GI Seed loaf,3300,3272,-28,sale,Sale,2025-07-12
INV_2007401,2025-06-06 10:00:00,Shepperton_Plant,Chinhoyi,,STORE_155,Low GI Seed loaf,1365,1329,-36,sale,Sale,2025-02-12
INV_2007402,2025-07-28 16:00:00,Shepperton_Plant,Mutare,RT_HAR_02,STORE_192,Low GI Seed loaf,2725,1828,-897,dispatch,Dispatch to store,2025-02-24
INV_2007403,2025-01-03 20:00:00,Shepperton_Plant,Chegutu,RT_HAT_01,STORE_024,Soft white,1160,-133,-1293,dispatch,Dispatch to store,2025-07-24
INV_2007404,2025-07-07 22:00:00,Shepperton_Plant,Harare,,STORE_062,Low GI Seed loaf,3141,3085,-56,sale,Sale,2025-02-17
INV_2007405,2025-06-02 20:00:00,Shepperton_Plant,Mutare,,STORE_164,High Energy Brown,1712,1701,-11,sale,Sale,2025-05-16
INV_2007406,2025-06-08 02:00:00,Shepperton_Plant,Chinhoyi,,STORE_020,Whole grain loaf,706,662,-44,sale,Sale,2025-05-09
INV_2007407,2025-04-22 23:00:00,Shepperton_Plant,Harare,,STORE_055,High Energy Brown,263,208,-55,sale,Sale,2025-07-22
INV_2007408,2025-01-24 11:00:00,Shepperton_Plant,Harare,,STORE_015,High Energy Brown,1299,1282,-17,sale,Sale,2025-03-08
INV_2007409,2025-01-01 09:00:00,Shepperton_Plant,Mutare,,STORE_196,Soft white,2502,2445,-57,sale,Sale,2025-01-20
INV_2007410,2025-06-21 08:00:00,Shepperton_Plant,Chinhoyi,,STORE_165,Whole grain loaf,2883,2842,-41,sale,Sale,2025-03-25
INV_2007411,2025-02-10 04:00:00,Shepperton_Plant,Harare,,STORE_172,High Energy Brown,2407,2378,-29,sale,Sale,2025-01-15
INV_2007412,2025-05-24 18:00:00,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_067,Soft white,1839,888,-951,dispatch,Dispatch to store,2025-07-05
INV_2007413,2025-06-06 04:00:00,Shepperton_Plant,Chegutu,,STORE_024,Low GI Seed loaf,2524,2497,-27,sale,Sale,2025-01-29
INV_2007414,2025-06-14 01:00:00,Shepperton_Plant,Bindura,RT_HAT_01,STORE_170,Low GI Seed loaf,2113,417,-1696,dispatch,Dispatch to store,2025-03-08
INV_2007415,2025-05-19 12:00:00,Shepperton_Plant,Mutare,RT_CHI_02,STORE_131,Soft white,2113,1390,-723,dispatch,Dispatch to depot,2025-03-26
INV_2007416,2025-07-27 02:00:00,Shepperton_Plant,Bindura,,STORE_080,Low GI Seed loaf,3433,3406,-27,sale,Sale,2025-01-09
INV_2007417,2025-06-28 05:00:00,Shepperton_Plant,Harare,,STORE_047,High Energy Brown,1060,1021,-39,sale,Sale,2025-04-21
INV_2007418,2025-01-17 22:00:00,Shepperton_Plant,Harare,,STORE_136,Whole grain loaf,3469,3439,-30,sale,Sale,2025-06-22
INV_2007419,2025-04-19 16:00:00,Shepperton_Plant,Chegutu,RT_BIN_01,STORE_019,Soft white,1047,284,-763,dispatch,Dispatch to store,2025-02-22
INV_2007420,2025-02-23 13:00:00,Shepperton_Plant,Chegutu,,STORE_092,Whole grain loaf,2364,2338,-26,sale,Sale,2025-07-24
INV_2007421,2025-07-21 01:00:00,Shepperton_Plant,Bindura,RT_MUT_01,STORE_189,Whole grain loaf,1505,-185,-1690,dispatch,Dispatch to depot,2025-02-22
INV_2007422,2025-07-05 15:00:00,Shepperton_Plant,Mutare,,STORE_026,High Energy Brown,3170,3132,-38,sale,Sale,2025-05-11
INV_2007423,2025-07-15 16:00:00,Shepperton_Plant,Harare,,STORE_108,Soft white,2750,2703,-47,sale,Sale,2025-05-18
INV_2007424,2025-01-07 20:00:00,Shepperton_Plant,Mutare,RT_MUT_02,STORE_162,Whole grain loaf,608,-849,-1457,dispatch,Dispatch to store,2025-03-19
INV_2007425,2025-04-05 22:00:00,Shepperton_Plant,Hatcliff,RT_MUT_02,STORE_014,Low GI Seed loaf,2276,1905,-371,dispatch,Dispatch to store,2025-06-10
INV_2007426,2025-03-18 02:00:00,Shepperton_Plant,Mutare,RT_CHI_01,STORE_086,High Energy Brown,2510,944,-1566,dispatch,Dispatch to depot,2025-07-18
INV_2007427,2025-03-24 05:00:00,Shepperton_Plant,Harare,,STORE_066,High Energy Brown,2788,2776,-12,sale,Sale,2025-03-20
INV_2007428,2025-01-12 00:00:00,Shepperton_Plant,Murehwa,RT_MUT_01,STORE_085,Soft white,1688,197,-1491,dispatch,Dispatch to depot,2025-06-04
INV_2007429,2025-07-24 08:00:00,Shepperton_Plant,Hatcliff,RT_MUT_01,STORE_137,Soft white,3715,3410,-305,dispatch,Dispatch to store,2025-07-19
INV_2007430,2025-03-14 07:00:00,Shepperton_Plant,Bindura,,STORE_176,Low GI Seed loaf,2602,4044,1442,production,Baked Output,2025-05-09
INV_2007431,2025-01-10 14:00:00,Shepperton_Plant,Harare,,STORE_036,Low GI Seed loaf,3476,3469,-7,sale,Sale,2025-05-11
INV_2007432,2025-05-28 12:00:00,Shepperton_Plant,Harare,,STORE_010,Low GI Seed loaf,2821,3848,1027,production,Baked Output,2025-02-28
INV_2007433,2025-07-04 19:00:00,Shepperton_Plant,Harare,,STORE_170,Whole grain loaf,6464,6411,-53,sale,Sale,2025-06-27
INV_2007434,2025-07-02 19:00:00,Shepperton_Plant,Harare,,STORE_017,Soft white,2495,2477,-18,sale,Sale,2025-05-31
INV_2007435,2025-06-09 05:00:00,Shepperton_Plant,Murehwa,,STORE_086,Whole grain loaf,2471,2466,-5,sale,Sale,2025-03-29
INV_2007436,2025-05-12 12:00:00,Shepperton_Plant,Chegutu,,STORE_035,Soft white,6217,6320,103,stock_adjustment,Manual Correction,2025-08-02
INV_2007437,2025-02-21 18:00:00,Shepperton_Plant,Chegutu,,STORE_038,Soft white,1982,1850,-132,waste,Damaged,2025-01-10
INV_2007438,2025-01-02 13:00:00,Shepperton_Plant,Chinhoyi,,STORE_037,Whole grain loaf,1864,1713,-151,waste,Damaged,2025-05-19
INV_2007439,2025-03-03 15:00:00,Shepperton_Plant,Mutare,,STORE_166,High Energy Brown,5181,5148,-33,sale,Sale,2025-07-23
INV_2007440,2025-01-12 12:00:00,Shepperton_Plant,Chinhoyi,RT_HAR_03,STORE_045,Soft white,3508,2624,-884,dispatch,Dispatch to store,2025-02-08
INV_2007441,2025-02-08 03:00:00,Shepperton_Plant,Hatcliff,,STORE_116,Soft white,1068,1042,-26,sale,Sale,2025-04-14
INV_2007442,2025-01-15 08:00:00,Shepperton_Plant,Murehwa,,STORE_013,High Energy Brown,3486,3439,-47,sale,Sale,2025-03-09
INV_2007443,2025-04-09 06:00:00,Shepperton_Plant,Harare,,STORE_109,Low GI Seed loaf,2286,2251,-35,sale,Sale,2025-08-02
INV_2007444,2025-05-25 00:00:00,Shepperton_Plant,Chegutu,,STORE_104,Whole grain loaf,3543,3538,-5,sale,Sale,2025-02-12
INV_2007445,2025-01-18 10:00:00,Shepperton_Plant,Murehwa,RT_MUT_01,STORE_113,Whole grain loaf,3548,2626,-922,dispatch,Dispatch to store,2025-02-15
INV_2007446,2025-03-05 10:00:00,Shepperton_Plant,Chinhoyi,,STORE_116,Low GI Seed loaf,3831,3806,-25,sale,Sale,2025-04-30
INV_2007447,2025-04-22 04:00:00,Shepperton_Plant,Mutare,RT_CHE_01,STORE_105,Whole grain loaf,2847,2966,119,return_from_store,Return from store,2025-02-14
INV_2007448,2025-06-14 12:00:00,Shepperton_Plant,Murehwa,,STORE_079,High Energy Brown,1038,1017,-21,sale,Sale,2025-01-17
INV_2007449,2025-01-18 18:00:00,Shepperton_Plant,Hatcliff,RT_MUR_01,STORE_045,Soft white,4170,3372,-798,dispatch,Dispatch to depot,2025-03-12
INV_2007450,2025-05-07 01:00:00,Shepperton_Plant,Bindura,,STORE_143,Whole grain loaf,2768,5009,2241,production,Baked Output,2025-04-25
INV_2007451,2025-06-10 20:00:00,Shepperton_Plant,Chegutu,,STORE_123,Low GI Seed loaf,356,176,-180,stock_adjustment,Manual Correction,2025-07-31
INV_2007452,2025-05-26 22:00:00,Shepperton_Plant,Bindura,,STORE_149,Soft white,1660,1632,-28,sale,Sale,2025-04-26
INV_2007453,2025-07-16 22:00:00,Shepperton_Plant,Chinhoyi,RT_MUT_02,STORE_199,Soft white,554,655,101,return_from_store,Return from store,2025-07-09
INV_2007454,2025-02-01 17:00:00,Shepperton_Plant,Bindura,,STORE_176,Whole grain loaf,2648,2534,-114,waste,Expired Waste,2025-07-17
INV_2007455,2025-04-27 09:00:00,Shepperton_Plant,Mutare,RT_HAT_01,STORE_197,Low GI Seed loaf,2114,693,-1421,dispatch,Dispatch to store,2025-01-24
INV_2007456,2025-07-24 19:00:00,Shepperton_Plant,Chinhoyi,,STORE_002,High Energy Brown,1387,1382,-5,sale,Sale,2025-07-03
INV_2007457,2025-07-22 23:00:00,Shepperton_Plant,Chinhoyi,,STORE_019,Low GI Seed loaf,1990,1969,-21,sale,Sale,2025-07-25
INV_2007458,2025-05-01 16:00:00,Shepperton_Plant,Harare,,STORE_092,Low GI Seed loaf,1606,1575,-31,sale,Sale,2025-02-01
INV_2007459,2025-06-13 21:00:00,Shepperton_Plant,Murehwa,,STORE_073,High Energy Brown,3547,3538,-9,sale,Sale,2025-07-12
INV_2007460,2025-02-25 13:00:00,Shepperton_Plant,Chinhoyi,,STORE_188,Whole grain loaf,2308,3402,1094,production,Baked Output,2025-07-08
INV_2007461,2025-06-18 04:00:00,Shepperton_Plant,Chegutu,,STORE_074,Soft white,398,2692,2294,production,Baked Output,2025-02-14
INV_2007462,2025-07-02 23:00:00,Shepperton_Plant,Hatcliff,,STORE_135,Whole grain loaf,3075,3022,-53,sale,Sale,2025-06-25
INV_2007463,2025-04-22 12:00:00,Shepperton_Plant,Chegutu,,STORE_092,Low GI Seed loaf,2428,2372,-56,sale,Sale,2025-01-06
INV_2007464,2025-07-28 02:00:00,Shepperton_Plant,Harare,,STORE_157,Soft white,1137,1101,-36,sale,Sale,2025-02-27
INV_2007465,2025-01-04 15:00:00,Shepperton_Plant,Mutare,,STORE_055,Low GI Seed loaf,1416,1462,46,stock_adjustment,Manual Correction,2025-01-21
INV_2007466,2025-03-13 13:00:00,Shepperton_Plant,Hatcliff,RT_CHI_02,STORE_018,Soft white,5117,4644,-473,dispatch,Dispatch to depot,2025-01-07
INV_2007467,2025-03-24 05:00:00,Shepperton_Plant,Bindura,,STORE_097,Whole grain loaf,2898,2859,-39,sale,Sale,2025-04-04
INV_2007468,2025-02-02 17:00:00,Shepperton_Plant,Mutare,,STORE_010,High Energy Brown,5298,5264,-34,sale,Sale,2025-01-04
INV_2007469,2025-05-14 10:00:00,Shepperton_Plant,Hatcliff,,STORE_037,Low GI Seed loaf,3551,6251,2700,production,Baked Output,2025-02-05
INV_2007470,2025-05-03 00:00:00,Shepperton_Plant,Hatcliff,,STORE_117,Low GI Seed loaf,1464,1437,-27,sale,Sale,2025-02-21
INV_2007471,2025-05-05 01:00:00,Shepperton_Plant,Mutare,,STORE_085,High Energy Brown,3540,3511,-29,sale,Sale,2025-01-17
INV_2007472,2025-04-17 12:00:00,Shepperton_Plant,Harare,,STORE_167,Whole grain loaf,985,946,-39,sale,Sale,2025-05-25
INV_2007473,2025-06-04 20:00:00,Shepperton_Plant,Harare,,STORE_108,Low GI Seed loaf,3040,2999,-41,sale,Sale,2025-05-11
INV_2007474,2025-06-07 23:00:00,Shepperton_Plant,Hatcliff,,STORE_092,Low GI Seed loaf,2855,5140,2285,production,Baked Output,2025-06-14
INV_2007475,2025-05-17 14:00:00,Shepperton_Plant,Chinhoyi,RT_BIN_01,STORE_118,High Energy Brown,1071,418,-653,dispatch,Dispatch to store,2025-07-24
INV_2007476,2025-03-17 20:00:00,Shepperton_Plant,Hatcliff,,STORE_195,Low GI Seed loaf,3705,3678,-27,sale,Sale,2025-03-14
INV_2007477,2025-06-18 07:00:00,Shepperton_Plant,Bindura,RT_MUR_01,STORE_078,Whole grain loaf,3449,1992,-1457,dispatch,Dispatch to depot,2025-05-17
INV_2007478,2025-01-25 16:00:00,Shepperton_Plant,Hatcliff,,STORE_082,Low GI Seed loaf,1398,1338,-60,sale,Sale,2025-07-01
INV_2007479,2025-06-26 17:00:00,Shepperton_Plant,Murehwa,,STORE_100,Whole grain loaf,2648,2613,-35,sale,Sale,2025-01-11
INV_2007480,2025-03-05 14:00:00,Shepperton_Plant,Harare,,STORE_102,Soft white,3627,6057,2430,production,Baked Output,2025-06-21
INV_2007481,2025-03-05 21:00:00,Shepperton_Plant,Chinhoyi,,STORE_004,High Energy Brown,3172,3152,-20,sale,Sale,2025-04-23
INV_2007482,2025-07-08 00:00:00,Shepperton_Plant,Harare,,STORE_105,Whole grain loaf,4846,6627,1781,production,Baked Output,2025-05-07
INV_2007483,2025-06-22 22:00:00,Shepperton_Plant,Harare,,STORE_121,High Energy Brown,1254,1246,-8,sale,Sale,2025-03-03
INV_2007484,2025-02-26 14:00:00,Shepperton_Plant,Harare,,STORE_116,Low GI Seed loaf,3169,3131,-38,sale,Sale,2025-04-16
INV_2007485,2025-03-19 07:00:00,Shepperton_Plant,Harare,,STORE_044,Whole grain loaf,2531,3600,1069,production,Baked Output,2025-04-21
INV_2007486,2025-01-15 06:00:00,Shepperton_Plant,Bindura,RT_MUR_01,STORE_190,High Energy Brown,3011,2293,-718,dispatch,Dispatch to depot,2025-02-10
INV_2007487,2025-01-05 18:00:00,Shepperton_Plant,Murehwa,,STORE_090,High Energy Brown,5256,5236,-20,sale,Sale,2025-03-04
INV_2007488,2025-05-03 17:00:00,Shepperton_Plant,Harare,,STORE_169,Low GI Seed loaf,2526,2471,-55,sale,Sale,2025-04-26
INV_2007489,2025-06-17 00:00:00,Shepperton_Plant,Hatcliff,,STORE_157,Whole grain loaf,3437,3385,-52,sale,Sale,2025-05-12
INV_2007490,2025-07-09 01:00:00,Shepperton_Plant,Chegutu,,STORE_007,High Energy Brown,783,744,-39,sale,Sale,2025-05-16
INV_2007491,2025-01-19 14:00:00,Shepperton_Plant,Murehwa,,STORE_148,Whole grain loaf,2655,4858,2203,production,Baked Output,2025-06-15
INV_2007492,2025-06-16 09:00:00,Shepperton_Plant,Murehwa,,STORE_115,Whole grain loaf,4919,4910,-9,sale,Sale,2025-03-14
INV_2007493,2025-06-21 04:00:00,Shepperton_Plant,Harare,,STORE_149,Low GI Seed loaf,3192,3147,-45,sale,Sale,2025-06-13
INV_2007494,2025-02-19 19:00:00,Shepperton_Plant,Chinhoyi,RT_MUT_01,STORE_129,Low GI Seed loaf,1520,437,-1083,dispatch,Dispatch to store,2025-05-26
INV_2007495,2025-04-13 18:00:00,Shepperton_Plant,Chegutu,,STORE_193,Low GI Seed loaf,2401,2353,-48,waste,Damaged,2025-02-20
INV_2007496,2025-02-02 15:00:00,Shepperton_Plant,Bindura,,STORE_085,Low GI Seed loaf,2969,2935,-34,sale,Sale,2025-04-13
INV_2007497,2025-04-23 15:00:00,Shepperton_Plant,Murehwa,,STORE_163,Whole grain loaf,1759,1748,-11,waste,Damaged,2025-02-07
INV_2007498,2025-07-11 00:00:00,Shepperton_Plant,Mutare,,STORE_195,Soft white,2107,2049,-58,sale,Sale,2025-04-19
INV_2007499,2025-07-21 13:00:00,Shepperton_Plant,Bindura,RT_HAR_03,STORE_093,Whole grain loaf,2302,2320,18,return_from_store,Return from store,2025-03-19
INV_2007500,2025-02-02 07:00:00,Shepperton_Plant,Hatcliff,RT_MUT_01,STORE_104,High Energy Brown,835,-882,-1717,dispatch,Dispatch to store,2025-07-29
INV_2007501,2025-05-08 16:00:00,Shepperton_Plant,Harare,RT_HAR_02,STORE_054,Whole grain loaf,2822,1217,-1605,dispatch,Dispatch to depot,2025-06-11
INV_2007502,2025-02-23 20:00:00,Shepperton_Plant,Murehwa,,STORE_095,Low GI Seed loaf,1558,1470,-88,stock_adjustment,Manual Correction,2025-05-19
INV_2007503,2025-07-10 08:00:00,Shepperton_Plant,Hatcliff,,STORE_067,Whole grain loaf,1499,1488,-11,sale,Sale,2025-01-10
INV_2007504,2025-05-12 16:00:00,Shepperton_Plant,Murehwa,,STORE_090,Soft white,1048,1039,-9,sale,Sale,2025-01-13
INV_2007505,2025-06-23 01:00:00,Shepperton_Plant,Bindura,RT_CHE_01,STORE_176,Whole grain loaf,2534,2547,13,return_from_store,Return from store,2025-02-20
INV_2007506,2025-01-06 05:00:00,Shepperton_Plant,Murehwa,RT_HAR_03,STORE_037,Whole grain loaf,1971,2068,97,return_from_store,Return from store,2025-01-19
INV_2007507,2025-01-05 15:00:00,Shepperton_Plant,Mutare,,STORE_066,High Energy Brown,-261,1495,1756,production,Baked Output,2025-02-15
INV_2007508,2025-04-15 01:00:00,Shepperton_Plant,Chinhoyi,,STORE_040,Whole grain loaf,4468,4433,-35,sale,Sale,2025-04-17
INV_2007509,2025-06-19 03:00:00,Shepperton_Plant,Harare,RT_CHE_02,STORE_091,Soft white,1679,1790,111,return_from_store,Return from store,2025-07-29
INV_2007510,2025-06-09 04:00:00,Shepperton_Plant,Chinhoyi,RT_HAT_02,STORE_072,Whole grain loaf,4526,3278,-1248,dispatch,Dispatch to depot,2025-07-19
INV_2007511,2025-03-07 09:00:00,Shepperton_Plant,Harare,,STORE_187,High Energy Brown,1828,2893,1065,production,Baked Output,2025-06-04
INV_2007512,2025-07-21 11:00:00,Shepperton_Plant,Mutare,,STORE_059,Whole grain loaf,5415,5384,-31,sale,Sale,2025-03-04
INV_2007513,2025-03-05 18:00:00,Shepperton_Plant,Bindura,,STORE_160,Low GI Seed loaf,1890,1856,-34,sale,Sale,2025-04-25
INV_2007514,2025-05-25 22:00:00,Shepperton_Plant,Chegutu,,STORE_118,High Energy Brown,2400,2350,-50,sale,Sale,2025-01-09
INV_2007515,2025-05-28 10:00:00,Shepperton_Plant,Chinhoyi,,STORE_069,Low GI Seed loaf,2154,2118,-36,sale,Sale,2025-03-09
INV_2007516,2025-03-18 12:00:00,Shepperton_Plant,Harare,,STORE_082,High Energy Brown,1450,1413,-37,sale,Sale,2025-01-28
