record_id,holiday_name,date,region,qty_produced,demand_shift_factor,qty_leftover,sell_through_rate,timestamp,Soft white,High Energy Brown,Whole grain loaf,Low GI Seed loaf
HOLIDAY_REC_1720,New Year's Day,2025-01-01,Chitungwiza,900,1.23,26,0.971,2025-01-01,3081,948,1102,0
HOLIDAY_REC_6101,Easter Monday,2025-04-21,Gweru,2263,1.29,165,0.927,2025-04-21,2637,833,0,0
HOLIDAY_REC_3807,Independence Day,2025-04-18,Masvingo,1927,1.1,151,0.922,2025-04-18,3031,707,0,1471
HOLIDAY_REC_8807,Africa Day,2025-05-25,Chitungwiza,684,1.25,82,0.88,2025-05-25,419,132,157,140
HOLIDAY_REC_2505,National Youth Day,2025-02-21,Chitungwiza,971,1.16,38,0.961,2025-02-21,474,0,224,0
HOLIDAY_REC_12894,Defense Forces Day,2025-08-13,Harare,2355,1.26,210,0.911,2025-08-13,1721,326,451,491
HOLIDAY_REC_3962,Independence Day,2025-04-18,Harare,696,1.1,64,0.908,2025-04-18,0,0,3035,2063
HOLIDAY_REC_15217,Unity Day,2025-12-22,Gweru,878,1.15,8,0.991,2025-12-22,2700,1046,895,951
HOLIDAY_REC_16712,Christmas Day,2025-12-25,Mutare,2546,0.99,308,0.879,2025-12-25,728,0,388,0
HOLIDAY_REC_7037,Workers Day,2025-05-01,Chitungwiza,1162,0.98,113,0.903,2025-05-01,2752,0,0,1966
HOLIDAY_REC_13757,Defense Forces Day,2025-08-13,Gweru,1274,1.02,92,0.928,2025-08-13,0,288,258,189
HOLIDAY_REC_13248,Defense Forces Day,2025-08-13,Gweru,1806,1.1,56,0.969,2025-08-13,0,1532,1852,1468
HOLIDAY_REC_6079,Easter Monday,2025-04-21,Bulawayo,1716,1.03,191,0.889,2025-04-21,2235,742,734,1047
HOLIDAY_REC_14280,Unity Day,2025-12-22,Chitungwiza,1589,0.93,211,0.867,2025-12-22,748,0,300,0
HOLIDAY_REC_891,New Year's Day,2025-01-01,Gweru,1649,0.97,121,0.927,2025-01-01,1195,413,360,507
HOLIDAY_REC_14609,Unity Day,2025-12-22,Gweru,1507,0.97,100,0.934,2025-12-22,1463,405,420,445
HOLIDAY_REC_18350,Boxing Day,2025-12-26,Chitungwiza,1898,1.13,31,0.984,2025-12-26,0,740,694,655
HOLIDAY_REC_4007,Independence Day,2025-04-18,Gweru,1054,1.13,87,0.917,2025-04-18,0,0,1944,2586
HOLIDAY_REC_4940,Independence Day,2025-04-18,Harare,2002,1.04,181,0.91,2025-04-18,0,1440,1250,0
HOLIDAY_REC_17239,Christmas Day,2025-12-25,Bulawayo,1377,1.06,119,0.914,2025-12-25,0,1316,1792,1952
HOLIDAY_REC_14759,Unity Day,2025-12-22,Mutare,2252,0.92,14,0.994,2025-12-22,746,265,0,408
HOLIDAY_REC_5899,Easter Monday,2025-04-21,Chitungwiza,1207,0.94,103,0.915,2025-04-21,1319,338,501,413
HOLIDAY_REC_16787,Christmas Day,2025-12-25,Harare,2347,1.11,296,0.874,2025-12-25,1624,359,445,300
HOLIDAY_REC_14012,Unity Day,2025-12-22,Bulawayo,1591,0.93,76,0.952,2025-12-22,0,0,2248,2750
HOLIDAY_REC_8552,Africa Day,2025-05-25,Bulawayo,771,0.95,14,0.982,2025-05-25,852,0,340,277
HOLIDAY_REC_7617,Workers Day,2025-05-01,Harare,1527,1.05,153,0.9,2025-05-01,2230,552,418,545
HOLIDAY_REC_13826,Unity Day,2025-12-22,Chitungwiza,753,1.09,42,0.944,2025-12-22,0,0,621,689
HOLIDAY_REC_10992,Heroes Day,2025-08-12,Masvingo,2212,0.96,171,0.923,2025-08-12,0,574,596,0
HOLIDAY_REC_13883,Unity Day,2025-12-22,Bulawayo,1961,1.06,179,0.909,2025-12-22,2049,785,0,0
HOLIDAY_REC_585,New Year's Day,2025-01-01,Harare,2542,1.19,267,0.895,2025-01-01,0,615,677,589
HOLIDAY_REC_11461,Heroes Day,2025-08-12,Bulawayo,908,0.94,22,0.976,2025-08-12,3554,0,0,2411
HOLIDAY_REC_3933,Independence Day,2025-04-18,Bulawayo,2557,0.9,255,0.9,2025-04-18,819,166,296,199
HOLIDAY_REC_13158,Defense Forces Day,2025-08-13,Bulawayo,658,0.91,98,0.851,2025-08-13,1734,0,0,1901
HOLIDAY_REC_1261,New Year's Day,2025-01-01,Bulawayo,1174,1.07,112,0.905,2025-01-01,2048,576,414,452
HOLIDAY_REC_17471,Christmas Day,2025-12-25,Mutare,1998,1.05,8,0.996,2025-12-25,2901,1052,857,973
HOLIDAY_REC_311,New Year's Day,2025-01-01,Gweru,1924,1.0,26,0.986,2025-01-01,1970,728,502,711
HOLIDAY_REC_1717,New Year's Day,2025-01-01,Harare,1675,0.98,215,0.872,2025-01-01,2407,869,838,1187
HOLIDAY_REC_11501,Heroes Day,2025-08-12,Gweru,1228,0.99,92,0.925,2025-08-12,1591,481,514,377
HOLIDAY_REC_6010,Easter Monday,2025-04-21,Harare,2336,1.12,105,0.955,2025-04-21,0,473,428,418
HOLIDAY_REC_2053,National Youth Day,2025-02-21,Bulawayo,1288,1.24,18,0.986,2025-02-21,1557,529,568,577
HOLIDAY_REC_15835,Christmas Day,2025-12-25,Gweru,990,0.9,84,0.915,2025-12-25,1110,290,0,0
HOLIDAY_REC_4669,Independence Day,2025-04-18,Chitungwiza,653,1.04,11,0.983,2025-04-18,2446,526,670,890
HOLIDAY_REC_4299,Independence Day,2025-04-18,Bulawayo,2471,1.0,246,0.9,2025-04-18,2771,1011,1170,1015
HOLIDAY_REC_6647,Easter Monday,2025-04-21,Chitungwiza,871,1.19,116,0.867,2025-04-21,1317,404,396,447
HOLIDAY_REC_3784,Independence Day,2025-04-18,Harare,2203,0.93,209,0.905,2025-04-18,0,0,767,847
HOLIDAY_REC_1009,New Year's Day,2025-01-01,Mutare,2319,1.03,197,0.915,2025-01-01,3458,850,688,0
HOLIDAY_REC_7348,Workers Day,2025-05-01,Masvingo,1665,1.1,136,0.918,2025-05-01,2242,732,1002,0
HOLIDAY_REC_17669,Boxing Day,2025-12-26,Masvingo,2452,1.21,54,0.978,2025-12-26,2066,0,809,653
HOLIDAY_REC_10378,Heroes Day,2025-08-12,Chitungwiza,1170,1.25,17,0.985,2025-08-12,2924,654,0,0
HOLIDAY_REC_7410,Workers Day,2025-05-01,Harare,1650,0.96,222,0.865,2025-05-01,2100,595,693,565
HOLIDAY_REC_11816,Heroes Day,2025-08-12,Harare,1031,1.03,90,0.913,2025-08-12,1333,463,504,364
HOLIDAY_REC_16849,Christmas Day,2025-12-25,Masvingo,2591,0.98,286,0.89,2025-12-25,1711,0,1010,712
HOLIDAY_REC_8384,Africa Day,2025-05-25,Bulawayo,1342,1.3,65,0.952,2025-05-25,0,0,664,497
HOLIDAY_REC_9879,Africa Day,2025-05-25,Chitungwiza,1791,1.17,36,0.98,2025-05-25,2527,743,822,0
HOLIDAY_REC_13160,Defense Forces Day,2025-08-13,Harare,694,1.2,35,0.95,2025-08-13,2157,433,688,489
HOLIDAY_REC_15378,Unity Day,2025-12-22,Chitungwiza,1320,1.21,42,0.968,2025-12-22,2272,0,1206,917
HOLIDAY_REC_13027,Defense Forces Day,2025-08-13,Masvingo,1106,1.06,91,0.918,2025-08-13,2404,0,818,1218
HOLIDAY_REC_4060,Independence Day,2025-04-18,Masvingo,1339,0.99,72,0.946,2025-04-18,0,1259,1279,994
HOLIDAY_REC_12949,Defense Forces Day,2025-08-13,Gweru,1534,1.11,51,0.967,2025-08-13,3183,998,878,666
HOLIDAY_REC_8722,Africa Day,2025-05-25,Mutare,1115,1.07,49,0.956,2025-05-25,2174,612,0,0
HOLIDAY_REC_91,New Year's Day,2025-01-01,Gweru,2373,1.28,22,0.991,2025-01-01,2996,588,944,0
HOLIDAY_REC_1988,National Youth Day,2025-02-21,Mutare,1465,1.09,48,0.967,2025-02-21,739,316,283,218
HOLIDAY_REC_16443,Christmas Day,2025-12-25,Harare,809,1.2,9,0.989,2025-12-25,1472,0,0,1372
HOLIDAY_REC_18673,Boxing Day,2025-12-26,Masvingo,973,1.07,22,0.977,2025-12-26,1476,253,370,369
HOLIDAY_REC_17116,Christmas Day,2025-12-25,Masvingo,2775,1.12,381,0.863,2025-12-25,3298,990,874,686
HOLIDAY_REC_7280,Workers Day,2025-05-01,Bulawayo,1131,0.92,22,0.981,2025-05-01,1337,498,580,418
HOLIDAY_REC_13163,Defense Forces Day,2025-08-13,Bulawayo,2060,1.27,169,0.918,2025-08-13,2396,844,801,764
HOLIDAY_REC_2673,National Youth Day,2025-02-21,Mutare,2056,1.0,107,0.948,2025-02-21,0,822,0,1729
HOLIDAY_REC_10310,Heroes Day,2025-08-12,Chitungwiza,1302,0.93,165,0.873,2025-08-12,1107,277,280,325
HOLIDAY_REC_11130,Heroes Day,2025-08-12,Gweru,1185,0.91,107,0.91,2025-08-12,608,199,179,152
HOLIDAY_REC_9081,Africa Day,2025-05-25,Harare,1348,0.99,117,0.913,2025-05-25,994,237,281,324
HOLIDAY_REC_9176,Africa Day,2025-05-25,Masvingo,1898,1.16,15,0.992,2025-05-25,0,0,450,657
HOLIDAY_REC_7193,Workers Day,2025-05-01,Chitungwiza,832,1.1,104,0.875,2025-05-01,1505,644,467,665
HOLIDAY_REC_9518,Africa Day,2025-05-25,Harare,854,1.01,15,0.982,2025-05-25,2164,0,938,1197
HOLIDAY_REC_18032,Boxing Day,2025-12-26,Harare,1597,0.99,17,0.989,2025-12-26,2512,0,0,2161
HOLIDAY_REC_5044,Independence Day,2025-04-18,Gweru,2401,1.0,213,0.911,2025-04-18,1056,395,407,336
HOLIDAY_REC_2926,National Youth Day,2025-02-21,Chitungwiza,1861,0.95,76,0.959,2025-02-21,1754,405,456,464
HOLIDAY_REC_15707,Unity Day,2025-12-22,Harare,1251,1.21,172,0.863,2025-12-22,1999,552,0,0
HOLIDAY_REC_8186,Workers Day,2025-05-01,Gweru,1274,1.05,165,0.87,2025-05-01,1131,530,386,441
HOLIDAY_REC_11407,Heroes Day,2025-08-12,Bulawayo,1613,1.27,38,0.976,2025-08-12,1415,422,393,351
HOLIDAY_REC_5885,Easter Monday,2025-04-21,Harare,1871,1.2,97,0.948,2025-04-21,1206,376,421,286
HOLIDAY_REC_2342,National Youth Day,2025-02-21,Mutare,1951,0.95,197,0.899,2025-02-21,396,128,171,0
HOLIDAY_REC_17029,Christmas Day,2025-12-25,Mutare,958,1.27,126,0.868,2025-12-25,0,217,282,0
HOLIDAY_REC_11745,Heroes Day,2025-08-12,Chitungwiza,1127,1.13,91,0.919,2025-08-12,2336,767,0,1238
HOLIDAY_REC_16845,Christmas Day,2025-12-25,Masvingo,1729,1.29,164,0.905,2025-12-25,1837,453,716,0
HOLIDAY_REC_16225,Christmas Day,2025-12-25,Harare,2083,0.94,75,0.964,2025-12-25,2144,775,506,0
HOLIDAY_REC_13781,Defense Forces Day,2025-08-13,Chitungwiza,2224,1.15,39,0.982,2025-08-13,612,178,120,158
HOLIDAY_REC_14470,Unity Day,2025-12-22,Harare,1122,1.15,122,0.891,2025-12-22,2465,880,0,1339
HOLIDAY_REC_628,New Year's Day,2025-01-01,Masvingo,800,0.91,82,0.897,2025-01-01,396,92,117,0
HOLIDAY_REC_15297,Unity Day,2025-12-22,Mutare,938,1.28,3,0.997,2025-12-22,0,608,0,1343
HOLIDAY_REC_13140,Defense Forces Day,2025-08-13,Mutare,830,1.1,52,0.937,2025-08-13,1845,813,0,0
HOLIDAY_REC_13273,Defense Forces Day,2025-08-13,Bulawayo,1467,1.13,62,0.958,2025-08-13,1767,0,0,1287
HOLIDAY_REC_12437,Defense Forces Day,2025-08-13,Mutare,1784,0.96,48,0.973,2025-08-13,1727,524,668,645
HOLIDAY_REC_7546,Workers Day,2025-05-01,Harare,1628,1.11,185,0.886,2025-05-01,0,1048,1048,0
HOLIDAY_REC_14799,Unity Day,2025-12-22,Mutare,1744,0.94,170,0.903,2025-12-22,2024,607,751,959
HOLIDAY_REC_4766,Independence Day,2025-04-18,Gweru,1175,1.0,153,0.87,2025-04-18,673,213,233,263
HOLIDAY_REC_9794,Africa Day,2025-05-25,Mutare,2035,1.16,202,0.901,2025-05-25,0,1256,1552,0
HOLIDAY_REC_3673,Independence Day,2025-04-18,Bulawayo,874,1.18,93,0.894,2025-04-18,1615,737,0,0
HOLIDAY_REC_17778,Boxing Day,2025-12-26,Harare,2646,1.08,170,0.936,2025-12-26,0,0,893,1064
HOLIDAY_REC_129,New Year's Day,2025-01-01,Bulawayo,2536,1.16,204,0.92,2025-01-01,2540,869,764,881
HOLIDAY_REC_17301,Christmas Day,2025-12-25,Harare,1937,1.2,14,0.993,2025-12-25,0,906,0,2541
HOLIDAY_REC_15836,Christmas Day,2025-12-25,Bulawayo,1751,1.3,72,0.959,2025-12-25,1360,295,306,425
HOLIDAY_REC_18180,Boxing Day,2025-12-26,Gweru,2589,1.26,266,0.897,2025-12-26,0,0,2862,2487
HOLIDAY_REC_4183,Independence Day,2025-04-18,Masvingo,2269,1.07,244,0.892,2025-04-18,2622,0,983,0
HOLIDAY_REC_7300,Workers Day,2025-05-01,Chitungwiza,1490,1.03,64,0.957,2025-05-01,3280,880,678,788
HOLIDAY_REC_13783,Defense Forces Day,2025-08-13,Harare,946,0.95,135,0.857,2025-08-13,2300,834,939,718
HOLIDAY_REC_12428,Defense Forces Day,2025-08-13,Mutare,1143,1.01,55,0.952,2025-08-13,1803,737,815,647
HOLIDAY_REC_6996,Workers Day,2025-05-01,Chitungwiza,1498,1.04,181,0.879,2025-05-01,0,0,2456,2882
HOLIDAY_REC_16296,Christmas Day,2025-12-25,Harare,2675,1.2,358,0.866,2025-12-25,2580,560,851,688
HOLIDAY_REC_2399,National Youth Day,2025-02-21,Gweru,918,1.03,93,0.899,2025-02-21,2441,878,0,0
HOLIDAY_REC_6306,Easter Monday,2025-04-21,Harare,1567,1.01,6,0.996,2025-04-21,2217,571,518,0
HOLIDAY_REC_17937,Boxing Day,2025-12-26,Chitungwiza,913,1.16,133,0.854,2025-12-26,0,0,2164,2167
HOLIDAY_REC_17835,Boxing Day,2025-12-26,Chitungwiza,1972,0.92,186,0.906,2025-12-26,0,1317,1243,1022
HOLIDAY_REC_12393,Defense Forces Day,2025-08-13,Masvingo,1592,1.25,171,0.893,2025-08-13,1992,0,0,2191
HOLIDAY_REC_12748,Defense Forces Day,2025-08-13,Harare,1821,1.05,266,0.854,2025-08-13,1385,322,336,395
HOLIDAY_REC_1187,New Year's Day,2025-01-01,Harare,1822,0.9,54,0.97,2025-01-01,773,0,383,483
HOLIDAY_REC_16001,Christmas Day,2025-12-25,Mutare,2530,1.13,9,0.996,2025-12-25,343,84,0,0
HOLIDAY_REC_10704,Heroes Day,2025-08-12,Chitungwiza,1957,1.05,15,0.992,2025-08-12,2727,0,1248,1578
HOLIDAY_REC_3355,National Youth Day,2025-02-21,Harare,918,1.12,50,0.946,2025-02-21,1470,0,0,1214
HOLIDAY_REC_10170,Heroes Day,2025-08-12,Chitungwiza,2030,1.03,144,0.929,2025-08-12,0,1491,1500,1292
HOLIDAY_REC_5315,Easter Monday,2025-04-21,Gweru,1540,0.94,175,0.886,2025-04-21,1959,0,0,2320
HOLIDAY_REC_9221,Africa Day,2025-05-25,Chitungwiza,876,1.19,74,0.916,2025-05-25,1652,366,353,397
HOLIDAY_REC_4248,Independence Day,2025-04-18,Harare,2575,1.14,135,0.948,2025-04-18,0,1741,1672,0
HOLIDAY_REC_18877,Boxing Day,2025-12-26,Masvingo,1055,1.13,2,0.998,2025-12-26,1575,554,439,628
HOLIDAY_REC_11274,Heroes Day,2025-08-12,Harare,2387,0.93,56,0.977,2025-08-12,404,0,0,490
HOLIDAY_REC_9108,Africa Day,2025-05-25,Masvingo,1446,1.08,189,0.869,2025-05-25,1925,558,0,1673
HOLIDAY_REC_9498,Africa Day,2025-05-25,Gweru,1326,1.11,170,0.872,2025-05-25,631,178,152,134
HOLIDAY_REC_1097,New Year's Day,2025-01-01,Masvingo,1309,0.95,73,0.944,2025-01-01,3150,1019,925,871
HOLIDAY_REC_11242,Heroes Day,2025-08-12,Mutare,652,1.28,46,0.929,2025-08-12,898,306,0,484
HOLIDAY_REC_6654,Easter Monday,2025-04-21,Chitungwiza,1079,1.24,1,0.999,2025-04-21,0,596,762,561
HOLIDAY_REC_11160,Heroes Day,2025-08-12,Mutare,1441,1.11,164,0.886,2025-08-12,0,994,1468,1271
HOLIDAY_REC_1274,New Year's Day,2025-01-01,Gweru,2028,1.03,132,0.935,2025-01-01,0,0,2029,1396
HOLIDAY_REC_5699,Easter Monday,2025-04-21,Gweru,662,0.93,84,0.873,2025-04-21,0,0,812,748
HOLIDAY_REC_14577,Unity Day,2025-12-22,Gweru,1269,1.1,178,0.86,2025-12-22,2811,826,0,0
HOLIDAY_REC_8729,Africa Day,2025-05-25,Gweru,1290,1.03,40,0.969,2025-05-25,0,171,216,235
HOLIDAY_REC_10989,Heroes Day,2025-08-12,Mutare,877,1.23,54,0.938,2025-08-12,953,0,341,412
HOLIDAY_REC_6798,Easter Monday,2025-04-21,Mutare,1199,1.03,47,0.961,2025-04-21,2081,687,499,735
HOLIDAY_REC_9591,Africa Day,2025-05-25,Mutare,2004,1.01,259,0.871,2025-05-25,1069,285,0,694
HOLIDAY_REC_6616,Easter Monday,2025-04-21,Harare,1736,0.98,79,0.954,2025-04-21,0,229,300,0
HOLIDAY_REC_3359,National Youth Day,2025-02-21,Bulawayo,1347,1.28,183,0.864,2025-02-21,390,121,0,229
HOLIDAY_REC_7756,Workers Day,2025-05-01,Mutare,1138,1.26,141,0.876,2025-05-01,658,158,0,348
HOLIDAY_REC_184,New Year's Day,2025-01-01,Gweru,1199,1.15,98,0.918,2025-01-01,984,211,330,222
HOLIDAY_REC_14693,Unity Day,2025-12-22,Masvingo,594,0.98,58,0.902,2025-12-22,2391,0,1303,1425
HOLIDAY_REC_15581,Unity Day,2025-12-22,Bulawayo,894,1.24,15,0.983,2025-12-22,2335,784,0,1860
HOLIDAY_REC_16136,Christmas Day,2025-12-25,Masvingo,2056,1.26,82,0.96,2025-12-25,0,0,1547,1966
HOLIDAY_REC_9115,Africa Day,2025-05-25,Masvingo,1194,0.97,155,0.87,2025-05-25,2689,666,759,1078
HOLIDAY_REC_19166,Boxing Day,2025-12-26,Harare,1007,1.27,18,0.982,2025-12-26,529,143,184,217
HOLIDAY_REC_4006,Independence Day,2025-04-18,Gweru,665,1.21,84,0.874,2025-04-18,1466,368,436,528
HOLIDAY_REC_6514,Easter Monday,2025-04-21,Harare,1525,1.05,4,0.997,2025-04-21,3176,811,868,609
HOLIDAY_REC_4568,Independence Day,2025-04-18,Gweru,950,1.16,32,0.966,2025-04-18,1854,575,682,0
HOLIDAY_REC_13256,Defense Forces Day,2025-08-13,Mutare,832,1.1,89,0.893,2025-08-13,0,0,2212,2691
HOLIDAY_REC_6604,Easter Monday,2025-04-21,Gweru,2110,1.0,4,0.998,2025-04-21,0,0,2432,2266
HOLIDAY_REC_10687,Heroes Day,2025-08-12,Masvingo,1603,1.02,120,0.925,2025-08-12,1954,0,0,1962
HOLIDAY_REC_10849,Heroes Day,2025-08-12,Mutare,1351,1.25,6,0.996,2025-08-12,0,0,1617,1634
HOLIDAY_REC_17617,Boxing Day,2025-12-26,Mutare,1691,1.1,75,0.956,2025-12-26,238,88,107,72
HOLIDAY_REC_16739,Christmas Day,2025-12-25,Chitungwiza,1294,0.95,13,0.99,2025-12-25,1159,0,0,944
HOLIDAY_REC_1962,National Youth Day,2025-02-21,Masvingo,1984,1.07,7,0.996,2025-02-21,1847,477,528,0
HOLIDAY_REC_4993,Independence Day,2025-04-18,Gweru,731,1.07,30,0.959,2025-04-18,1592,477,444,544
HOLIDAY_REC_4892,Independence Day,2025-04-18,Harare,2241,1.16,271,0.879,2025-04-18,0,936,953,759
HOLIDAY_REC_14331,Unity Day,2025-12-22,Chitungwiza,1141,1.27,76,0.933,2025-12-22,1285,277,0,643
HOLIDAY_REC_14008,Unity Day,2025-12-22,Masvingo,2117,1.03,35,0.983,2025-12-22,1162,0,677,738
HOLIDAY_REC_8040,Workers Day,2025-05-01,Chitungwiza,1355,0.95,117,0.914,2025-05-01,3074,648,632,853
HOLIDAY_REC_5870,Easter Monday,2025-04-21,Gweru,924,0.99,85,0.908,2025-04-21,1461,431,515,518
HOLIDAY_REC_9571,Africa Day,2025-05-25,Mutare,1578,1.22,122,0.923,2025-05-25,1027,217,243,305
HOLIDAY_REC_5306,Easter Monday,2025-04-21,Mutare,683,1.08,2,0.997,2025-04-21,1550,0,0,1875
HOLIDAY_REC_6227,Easter Monday,2025-04-21,Gweru,1467,1.13,77,0.948,2025-04-21,3170,0,1124,0
HOLIDAY_REC_18825,Boxing Day,2025-12-26,Gweru,1755,1.25,224,0.872,2025-12-26,651,215,193,242
HOLIDAY_REC_10940,Heroes Day,2025-08-12,Chitungwiza,1730,1.29,16,0.991,2025-08-12,0,1461,1641,0
HOLIDAY_REC_19156,Boxing Day,2025-12-26,Harare,2592,0.92,36,0.986,2025-12-26,0,1082,0,2947
HOLIDAY_REC_1252,New Year's Day,2025-01-01,Mutare,1418,1.08,185,0.87,2025-01-01,0,1440,0,3851
HOLIDAY_REC_3177,National Youth Day,2025-02-21,Bulawayo,1115,1.19,59,0.947,2025-02-21,737,0,0,495
HOLIDAY_REC_13265,Defense Forces Day,2025-08-13,Bulawayo,1881,1.17,89,0.953,2025-08-13,443,90,0,245
HOLIDAY_REC_3360,National Youth Day,2025-02-21,Chitungwiza,1176,0.94,4,0.997,2025-02-21,2055,786,766,844
HOLIDAY_REC_15695,Unity Day,2025-12-22,Masvingo,1020,0.93,1,0.999,2025-12-22,633,180,263,190
HOLIDAY_REC_14628,Unity Day,2025-12-22,Bulawayo,1083,0.96,41,0.962,2025-12-22,0,741,789,1161
HOLIDAY_REC_13581,Defense Forces Day,2025-08-13,Gweru,2192,1.24,271,0.876,2025-08-13,3117,0,1014,0
HOLIDAY_REC_18761,Boxing Day,2025-12-26,Mutare,1189,1.13,95,0.92,2025-12-26,1267,486,439,365
HOLIDAY_REC_17954,Boxing Day,2025-12-26,Chitungwiza,1674,1.09,180,0.892,2025-12-26,0,405,0,687
HOLIDAY_REC_6321,Easter Monday,2025-04-21,Masvingo,1206,0.95,148,0.877,2025-04-21,0,1671,1427,0
HOLIDAY_REC_11482,Heroes Day,2025-08-12,Chitungwiza,1790,1.04,18,0.99,2025-08-12,0,705,669,0
HOLIDAY_REC_17329,Christmas Day,2025-12-25,Masvingo,1589,1.12,185,0.884,2025-12-25,327,146,117,114
HOLIDAY_REC_7412,Workers Day,2025-05-01,Mutare,1694,1.01,175,0.897,2025-05-01,2796,560,615,827
HOLIDAY_REC_7539,Workers Day,2025-05-01,Mutare,1699,0.97,45,0.974,2025-05-01,2859,794,858,863
HOLIDAY_REC_12581,Defense Forces Day,2025-08-13,Mutare,2172,0.92,98,0.955,2025-08-13,0,806,995,0
HOLIDAY_REC_18256,Boxing Day,2025-12-26,Gweru,1578,1.03,177,0.888,2025-12-26,902,302,0,0
HOLIDAY_REC_15529,Unity Day,2025-12-22,Mutare,1384,1.19,40,0.971,2025-12-22,1249,490,470,389
HOLIDAY_REC_12226,Defense Forces Day,2025-08-13,Harare,1974,0.97,61,0.969,2025-08-13,2512,594,0,1366
HOLIDAY_REC_1052,New Year's Day,2025-01-01,Chitungwiza,2350,1.15,272,0.884,2025-01-01,871,0,0,840
HOLIDAY_REC_12262,Defense Forces Day,2025-08-13,Masvingo,2301,1.08,140,0.939,2025-08-13,331,126,79,116
HOLIDAY_REC_16011,Christmas Day,2025-12-25,Masvingo,1083,1.13,133,0.877,2025-12-25,1157,458,365,466
HOLIDAY_REC_9222,Africa Day,2025-05-25,Bulawayo,908,1.1,131,0.856,2025-05-25,622,172,169,123
HOLIDAY_REC_8465,Africa Day,2025-05-25,Gweru,1466,1.13,90,0.939,2025-05-25,1998,513,758,641
HOLIDAY_REC_10235,Heroes Day,2025-08-12,Harare,1970,0.98,293,0.851,2025-08-12,0,1169,1569,0
HOLIDAY_REC_4764,Independence Day,2025-04-18,Harare,952,1.2,11,0.988,2025-04-18,1245,384,400,434
HOLIDAY_REC_9063,Africa Day,2025-05-25,Gweru,1982,0.96,264,0.867,2025-05-25,0,850,903,1171
HOLIDAY_REC_1875,National Youth Day,2025-02-21,Chitungwiza,2005,0.98,242,0.879,2025-02-21,0,697,566,516
HOLIDAY_REC_16964,Christmas Day,2025-12-25,Mutare,2888,1.07,173,0.94,2025-12-25,3053,0,1252,852
HOLIDAY_REC_9279,Africa Day,2025-05-25,Harare,815,0.99,18,0.978,2025-05-25,2106,0,735,728
HOLIDAY_REC_18546,Boxing Day,2025-12-26,Bulawayo,1926,1.26,46,0.976,2025-12-26,1382,0,544,813
HOLIDAY_REC_7283,Workers Day,2025-05-01,Harare,1310,1.12,109,0.917,2025-05-01,690,169,134,168
HOLIDAY_REC_11413,Heroes Day,2025-08-12,Masvingo,1823,1.19,173,0.905,2025-08-12,0,1505,1242,1737
HOLIDAY_REC_9009,Africa Day,2025-05-25,Bulawayo,1972,1.2,121,0.939,2025-05-25,1184,321,322,318
HOLIDAY_REC_7000,Workers Day,2025-05-01,Masvingo,2070,1.03,261,0.874,2025-05-01,1071,0,623,652
HOLIDAY_REC_10379,Heroes Day,2025-08-12,Gweru,741,0.95,53,0.928,2025-08-12,2665,676,679,611
HOLIDAY_REC_13683,Defense Forces Day,2025-08-13,Masvingo,1342,1.27,196,0.854,2025-08-13,489,145,167,168
HOLIDAY_REC_4323,Independence Day,2025-04-18,Gweru,1716,1.03,26,0.985,2025-04-18,2741,658,929,979
HOLIDAY_REC_18608,Boxing Day,2025-12-26,Mutare,1067,1.2,160,0.85,2025-12-26,615,0,256,174
HOLIDAY_REC_9449,Africa Day,2025-05-25,Chitungwiza,2022,1.22,176,0.913,2025-05-25,3188,803,773,1100
HOLIDAY_REC_5832,Easter Monday,2025-04-21,Gweru,1678,1.1,95,0.943,2025-04-21,1781,554,687,569
HOLIDAY_REC_17963,Boxing Day,2025-12-26,Gweru,2189,1.13,133,0.939,2025-12-26,944,278,223,197
HOLIDAY_REC_15394,Unity Day,2025-12-22,Harare,658,1.16,13,0.98,2025-12-22,0,984,982,0
HOLIDAY_REC_14787,Unity Day,2025-12-22,Mutare,729,0.93,85,0.883,2025-12-22,1048,0,546,440
HOLIDAY_REC_8685,Africa Day,2025-05-25,Bulawayo,794,1.2,41,0.948,2025-05-25,2311,667,586,440
HOLIDAY_REC_8101,Workers Day,2025-05-01,Masvingo,2182,1.14,105,0.952,2025-05-01,1264,0,0,938
HOLIDAY_REC_12902,Defense Forces Day,2025-08-13,Masvingo,2353,1.16,150,0.936,2025-08-13,2039,662,462,661
HOLIDAY_REC_13234,Defense Forces Day,2025-08-13,Chitungwiza,1587,0.96,207,0.87,2025-08-13,0,0,1239,989
HOLIDAY_REC_12630,Defense Forces Day,2025-08-13,Bulawayo,2149,1.02,108,0.95,2025-08-13,363,104,89,109
HOLIDAY_REC_4486,Independence Day,2025-04-18,Bulawayo,1462,1.04,110,0.925,2025-04-18,1015,0,0,1177
HOLIDAY_REC_9784,Africa Day,2025-05-25,Mutare,1313,1.11,71,0.946,2025-05-25,2585,0,1049,0
HOLIDAY_REC_11671,Heroes Day,2025-08-12,Masvingo,1075,1.28,123,0.886,2025-08-12,2031,677,880,834
HOLIDAY_REC_8616,Africa Day,2025-05-25,Chitungwiza,1605,1.23,83,0.948,2025-05-25,3128,652,838,630
HOLIDAY_REC_3925,Independence Day,2025-04-18,Gweru,2197,1.03,221,0.899,2025-04-18,0,632,0,1490
