qc_id,timestamp,batch_id,sku,parameter,value,pass_fail
QC_504828,2025-02-04,BATCH_21194,Low GI Seed loaf,moisture,0.96,pass
QC_504829,2025-03-13,BATCH_24786,Whole grain loaf,temperature,1.16,pass
QC_504830,2025-03-23,BATCH_21759,Low GI Seed loaf,weight,1.19,pass
QC_504831,2025-06-15,BATCH_22850,Whole grain loaf,temperature,0.87,fail
QC_504832,2025-01-13,BATCH_21756,Soft white,temperature,1.04,pass
QC_504833,2025-01-10,BATCH_20788,Soft white,temperature,1.06,pass
QC_504834,2025-04-15,BATCH_20742,Soft white,moisture,1.08,pass
QC_504835,2025-02-06,BATCH_20478,Soft white,moisture,1.1,pass
QC_504836,2025-06-01,BATCH_25656,Soft white,temperature,0.94,fail
QC_504837,2025-04-05,BATCH_24054,High Energy Brown,temperature,0.91,fail
QC_504838,2025-06-09,BATCH_25985,High Energy Brown,moisture,1.02,pass
QC_504839,2025-01-01,BATCH_24283,High Energy Brown,seal_strength,0.9,fail
QC_504840,2025-07-02,BATCH_20776,Low GI Seed loaf,temperature,0.83,fail
QC_504841,2025-06-18,BATCH_23282,Low GI Seed loaf,moisture,1.04,pass
QC_504842,2025-03-22,BATCH_21093,High Energy Brown,temperature,1.11,pass
QC_504843,2025-03-04,BATCH_23083,Low GI Seed loaf,seal_strength,1.12,pass
QC_504844,2025-03-11,BATCH_23964,Whole grain loaf,weight,1.08,pass
QC_504845,2025-02-24,BATCH_22689,Low GI Seed loaf,weight,1.07,pass
QC_504846,2025-07-25,BATCH_23230,Whole grain loaf,weight,1.14,pass
QC_504847,2025-05-28,BATCH_23677,Low GI Seed loaf,weight,0.94,fail
QC_504848,2025-04-13,BATCH_24625,High Energy Brown,temperature,1.05,pass
QC_504849,2025-03-25,BATCH_21942,Low GI Seed loaf,temperature,0.98,pass
QC_504850,2025-01-05,BATCH_24200,High Energy Brown,weight,0.84,fail
QC_504851,2025-03-26,BATCH_25834,Whole grain loaf,temperature,1.05,pass
QC_504852,2025-04-03,BATCH_22262,Low GI Seed loaf,temperature,0.82,fail
QC_504853,2025-06-03,BATCH_21290,Whole grain loaf,moisture,1.05,pass
QC_504854,2025-06-07,BATCH_24126,Low GI Seed loaf,temperature,0.98,pass
QC_504855,2025-06-04,BATCH_25739,High Energy Brown,temperature,1.16,pass
QC_504856,2025-05-22,BATCH_20813,Whole grain loaf,weight,1.06,pass
QC_504857,2025-05-25,BATCH_20040,Whole grain loaf,seal_strength,1.19,pass
QC_504858,2025-05-18,BATCH_25193,Whole grain loaf,moisture,0.95,fail
QC_504859,2025-03-18,BATCH_25334,Soft white,weight,1.08,pass
QC_504860,2025-02-25,BATCH_23945,Soft white,temperature,1.01,pass
QC_504861,2025-05-26,BATCH_22931,High Energy Brown,temperature,0.95,pass
QC_504862,2025-04-17,BATCH_21466,Soft white,moisture,1.14,pass
QC_504863,2025-03-04,BATCH_24245,Soft white,weight,1.19,pass
QC_504864,2025-03-20,BATCH_23925,Low GI Seed loaf,weight,1.06,pass
QC_504865,2025-03-19,BATCH_21318,High Energy Brown,seal_strength,1.08,pass
QC_504866,2025-02-26,BATCH_22707,Low GI Seed loaf,moisture,0.87,fail
QC_504867,2025-06-02,BATCH_24132,Whole grain loaf,moisture,1.07,pass
QC_504868,2025-04-02,BATCH_24390,High Energy Brown,weight,0.84,fail
QC_504869,2025-07-06,BATCH_20500,Soft white,temperature,1.15,pass
QC_504870,2025-06-11,BATCH_23190,Whole grain loaf,weight,0.81,fail
QC_504871,2025-04-16,BATCH_20311,High Energy Brown,temperature,0.87,fail
QC_504872,2025-05-05,BATCH_22813,Whole grain loaf,seal_strength,1.01,pass
QC_504873,2025-05-03,BATCH_24846,Soft white,moisture,1.17,pass
QC_504874,2025-07-22,BATCH_20605,Low GI Seed loaf,weight,1.17,pass
QC_504875,2025-05-10,BATCH_23555,Soft white,seal_strength,0.84,fail
QC_504876,2025-01-02,BATCH_23342,Low GI Seed loaf,seal_strength,1.04,pass
QC_504877,2025-06-13,BATCH_24189,Low GI Seed loaf,seal_strength,1.16,pass
QC_504878,2025-03-09,BATCH_23373,Soft white,weight,0.85,fail
QC_504879,2025-02-15,BATCH_24919,Whole grain loaf,seal_strength,0.87,fail
QC_504880,2025-03-26,BATCH_20876,Soft white,weight,1.19,pass
QC_504881,2025-01-02,BATCH_21014,Whole grain loaf,weight,0.99,pass
QC_504882,2025-01-01,BATCH_24538,Whole grain loaf,weight,1.04,pass
QC_504883,2025-03-22,BATCH_20733,Whole grain loaf,weight,0.82,fail
QC_504884,2025-07-22,BATCH_22199,High Energy Brown,weight,1.19,pass
QC_504885,2025-03-23,BATCH_20995,Whole grain loaf,temperature,0.94,fail
QC_504886,2025-03-26,BATCH_22049,Low GI Seed loaf,temperature,1.18,pass
QC_504887,2025-07-19,BATCH_23062,High Energy Brown,seal_strength,0.97,pass
QC_504888,2025-07-03,BATCH_20384,Soft white,temperature,0.86,fail
QC_504889,2025-02-11,BATCH_22032,Low GI Seed loaf,moisture,0.95,fail
QC_504890,2025-04-28,BATCH_23155,Low GI Seed loaf,seal_strength,0.92,fail
QC_504891,2025-05-07,BATCH_21263,High Energy Brown,moisture,0.88,fail
QC_504892,2025-01-19,BATCH_24863,Whole grain loaf,moisture,0.88,fail
QC_504893,2025-02-12,BATCH_24680,Whole grain loaf,seal_strength,1.09,pass
QC_504894,2025-06-05,BATCH_21900,High Energy Brown,weight,0.84,fail
QC_504895,2025-03-10,BATCH_23638,Whole grain loaf,moisture,0.99,pass
QC_504896,2025-02-09,BATCH_25281,Whole grain loaf,weight,0.83,fail
QC_504897,2025-02-07,BATCH_20293,High Energy Brown,seal_strength,1.16,pass
QC_504898,2025-04-13,BATCH_21407,Whole grain loaf,temperature,1.03,pass
QC_504899,2025-01-18,BATCH_22950,Whole grain loaf,weight,0.84,fail
QC_504900,2025-05-12,BATCH_22592,Low GI Seed loaf,moisture,1.16,pass
QC_504901,2025-06-28,BATCH_21737,Soft white,temperature,1.18,pass
QC_504902,2025-06-13,BATCH_22710,Low GI Seed loaf,temperature,1.18,pass
QC_504903,2025-03-01,BATCH_22655,Low GI Seed loaf,seal_strength,0.91,fail
QC_504904,2025-03-16,BATCH_20716,High Energy Brown,seal_strength,1.16,pass
QC_504905,2025-03-28,BATCH_23555,Low GI Seed loaf,moisture,0.98,pass
QC_504906,2025-07-27,BATCH_24038,Low GI Seed loaf,weight,1.14,pass
QC_504907,2025-06-07,BATCH_21777,High Energy Brown,weight,0.84,fail
QC_504908,2025-05-19,BATCH_22747,High Energy Brown,seal_strength,0.88,fail
QC_504909,2025-05-03,BATCH_20641,Soft white,weight,0.84,fail
QC_504910,2025-05-26,BATCH_24273,Low GI Seed loaf,moisture,1.19,pass
QC_504911,2025-07-14,BATCH_24896,Soft white,temperature,0.9,fail
QC_504912,2025-01-25,BATCH_25887,Soft white,moisture,1.07,pass
QC_504913,2025-06-14,BATCH_24715,High Energy Brown,seal_strength,1.04,pass
QC_504914,2025-04-20,BATCH_24493,Low GI Seed loaf,temperature,0.97,pass
QC_504915,2025-01-18,BATCH_22383,Whole grain loaf,moisture,0.97,pass
QC_504916,2025-04-03,BATCH_24389,Whole grain loaf,seal_strength,1.04,pass
QC_504917,2025-01-06,BATCH_21903,Soft white,temperature,1.16,pass
QC_504918,2025-03-11,BATCH_22851,High Energy Brown,moisture,1.11,pass
QC_504919,2025-03-08,BATCH_25197,Soft white,moisture,0.94,fail
QC_504920,2025-05-18,BATCH_24380,Soft white,moisture,0.98,pass
QC_504921,2025-01-25,BATCH_25008,Low GI Seed loaf,seal_strength,0.92,fail
QC_504922,2025-06-25,BATCH_23511,Low GI Seed loaf,moisture,0.88,fail
QC_504923,2025-01-04,BATCH_22312,Soft white,moisture,1.12,pass
QC_504924,2025-06-01,BATCH_25431,High Energy Brown,seal_strength,1.12,pass
QC_504925,2025-07-24,BATCH_23081,Soft white,moisture,1.14,pass
QC_504926,2025-07-01,BATCH_21951,Whole grain loaf,temperature,1.2,pass
QC_504927,2025-02-09,BATCH_24249,Soft white,weight,1.05,pass
QC_504928,2025-05-05,BATCH_25848,Soft white,weight,0.8,fail
QC_504929,2025-04-03,BATCH_25620,Whole grain loaf,temperature,0.85,fail
QC_504930,2025-02-10,BATCH_20881,Low GI Seed loaf,seal_strength,1.0,pass
QC_504931,2025-07-03,BATCH_23739,Low GI Seed loaf,weight,1.09,pass
QC_504932,2025-01-19,BATCH_22929,Soft white,temperature,1.12,pass
QC_504933,2025-07-04,BATCH_23491,High Energy Brown,temperature,0.92,fail
QC_504934,2025-03-17,BATCH_20734,Low GI Seed loaf,seal_strength,1.01,pass
QC_504935,2025-06-24,BATCH_23040,Soft white,moisture,0.85,fail
QC_504936,2025-05-13,BATCH_25443,Whole grain loaf,seal_strength,0.83,fail
QC_504937,2025-03-28,BATCH_24075,High Energy Brown,temperature,1.12,pass
QC_504938,2025-07-17,BATCH_20242,Soft white,temperature,0.9,fail
QC_504939,2025-04-11,BATCH_25733,Whole grain loaf,temperature,0.95,pass
QC_504940,2025-07-24,BATCH_23549,High Energy Brown,moisture,1.09,pass
QC_504941,2025-03-03,BATCH_24238,Whole grain loaf,weight,1.06,pass
QC_504942,2025-07-06,BATCH_23922,Whole grain loaf,temperature,1.03,pass
QC_504943,2025-02-07,BATCH_20342,Soft white,moisture,1.03,pass
QC_504944,2025-05-20,BATCH_21716,Soft white,temperature,1.16,pass
QC_504945,2025-07-21,BATCH_24487,Whole grain loaf,seal_strength,1.02,pass
QC_504946,2025-03-03,BATCH_21371,Soft white,moisture,1.2,pass
QC_504947,2025-02-24,BATCH_22552,High Energy Brown,seal_strength,0.83,fail
QC_504948,2025-04-02,BATCH_22498,High Energy Brown,temperature,1.01,pass
QC_504949,2025-01-10,BATCH_25416,Low GI Seed loaf,seal_strength,1.17,pass
QC_504950,2025-05-14,BATCH_24000,Low GI Seed loaf,seal_strength,1.17,pass
QC_504951,2025-01-18,BATCH_21497,High Energy Brown,temperature,0.81,fail
QC_504952,2025-06-07,BATCH_21155,Low GI Seed loaf,weight,0.96,pass
QC_504953,2025-04-13,BATCH_24303,Low GI Seed loaf,temperature,0.97,pass
QC_504954,2025-01-06,BATCH_20438,Low GI Seed loaf,seal_strength,1.03,pass
QC_504955,2025-07-11,BATCH_22428,Low GI Seed loaf,weight,1.18,pass
QC_504956,2025-06-08,BATCH_25393,High Energy Brown,temperature,1.12,pass
QC_504957,2025-07-05,BATCH_23637,High Energy Brown,seal_strength,0.82,fail
QC_504958,2025-05-19,BATCH_20786,Low GI Seed loaf,weight,1.06,pass
QC_504959,2025-04-28,BATCH_21422,Low GI Seed loaf,temperature,1.03,pass
QC_504960,2025-06-04,BATCH_25853,Low GI Seed loaf,temperature,0.85,fail
QC_504961,2025-04-16,BATCH_20243,Low GI Seed loaf,temperature,1.03,pass
QC_504962,2025-05-24,BATCH_21987,Whole grain loaf,seal_strength,1.16,pass
QC_504963,2025-05-08,BATCH_24662,Low GI Seed loaf,moisture,1.16,pass
QC_504964,2025-04-01,BATCH_24114,Whole grain loaf,moisture,1.19,pass
QC_504965,2025-01-01,BATCH_22312,Low GI Seed loaf,seal_strength,1.05,pass
QC_504966,2025-01-23,BATCH_23434,Whole grain loaf,weight,0.93,fail
QC_504967,2025-05-21,BATCH_22904,Soft white,moisture,0.86,fail
QC_504968,2025-06-24,BATCH_23412,Soft white,weight,1.19,pass
QC_504969,2025-02-27,BATCH_22605,Soft white,seal_strength,1.01,pass
QC_504970,2025-06-09,BATCH_20653,Low GI Seed loaf,weight,0.96,pass
QC_504971,2025-02-11,BATCH_20651,Soft white,temperature,1.1,pass
QC_504972,2025-04-23,BATCH_22308,High Energy Brown,weight,0.87,fail
QC_504973,2025-02-10,BATCH_22358,Whole grain loaf,weight,0.9,fail
QC_504974,2025-01-07,BATCH_20883,Low GI Seed loaf,temperature,0.95,pass
QC_504975,2025-07-17,BATCH_23040,Whole grain loaf,seal_strength,0.81,fail
QC_504976,2025-02-25,BATCH_22654,High Energy Brown,seal_strength,1.01,pass
QC_504977,2025-05-05,BATCH_20310,Soft white,temperature,1.1,pass
QC_504978,2025-01-21,BATCH_24509,Low GI Seed loaf,seal_strength,0.81,fail
QC_504979,2025-01-07,BATCH_22944,Low GI Seed loaf,temperature,0.96,pass
QC_504980,2025-06-25,BATCH_25132,Low GI Seed loaf,moisture,0.83,fail
QC_504981,2025-02-02,BATCH_22550,Whole grain loaf,temperature,0.82,fail
QC_504982,2025-03-06,BATCH_21906,High Energy Brown,seal_strength,0.9,fail
QC_504983,2025-01-15,BATCH_25152,Soft white,weight,0.98,pass
QC_504984,2025-03-21,BATCH_22281,High Energy Brown,weight,0.8,fail
QC_504985,2025-03-10,BATCH_21015,Low GI Seed loaf,temperature,0.89,fail
QC_504986,2025-06-01,BATCH_22327,High Energy Brown,temperature,0.96,pass
QC_504987,2025-04-28,BATCH_25303,Whole grain loaf,moisture,0.84,fail
QC_504988,2025-05-18,BATCH_22635,Soft white,moisture,0.86,fail
QC_504989,2025-03-23,BATCH_25836,High Energy Brown,seal_strength,1.08,pass
QC_504990,2025-04-14,BATCH_22758,Low GI Seed loaf,moisture,1.12,pass
QC_504991,2025-01-10,BATCH_24662,Low GI Seed loaf,temperature,1.07,pass
QC_504992,2025-01-04,BATCH_24624,Low GI Seed loaf,moisture,0.88,fail
QC_504993,2025-02-03,BATCH_25108,Soft white,weight,0.89,fail
QC_504994,2025-04-19,BATCH_25516,High Energy Brown,moisture,0.86,fail
QC_504995,2025-07-20,BATCH_23784,Whole grain loaf,seal_strength,0.89,fail
QC_504996,2025-06-26,BATCH_20712,High Energy Brown,seal_strength,0.87,fail
QC_504997,2025-06-16,BATCH_23567,Low GI Seed loaf,temperature,0.94,fail
QC_504998,2025-05-01,BATCH_24045,Soft white,moisture,0.96,pass
QC_504999,2025-07-01,BATCH_25878,Whole grain loaf,temperature,1.17,pass
QC_505000,2025-04-06,BATCH_25520,Low GI Seed loaf,temperature,1.13,pass
QC_505001,2025-05-24,BATCH_20678,High Energy Brown,moisture,1.0,pass
QC_505002,2025-03-07,BATCH_21340,Whole grain loaf,moisture,1.07,pass
QC_505003,2025-04-04,BATCH_22313,Soft white,temperature,1.03,pass
QC_505004,2025-01-27,BATCH_25205,Whole grain loaf,temperature,1.0,pass
QC_505005,2025-06-14,BATCH_24829,High Energy Brown,seal_strength,1.07,pass
QC_505006,2025-03-08,BATCH_24198,Whole grain loaf,weight,0.97,pass
QC_505007,2025-07-04,BATCH_24808,High Energy Brown,weight,1.12,pass
QC_505008,2025-05-07,BATCH_24285,Whole grain loaf,temperature,1.04,pass
QC_505009,2025-03-27,BATCH_20205,High Energy Brown,seal_strength,0.94,fail
QC_505010,2025-05-02,BATCH_20555,Low GI Seed loaf,moisture,1.16,pass
QC_505011,2025-06-16,BATCH_24187,Whole grain loaf,moisture,0.94,fail
QC_505012,2025-03-10,BATCH_21119,Soft white,weight,1.15,pass
QC_505013,2025-02-27,BATCH_23412,Soft white,moisture,0.83,fail
QC_505014,2025-01-03,BATCH_23082,Soft white,moisture,1.03,pass
QC_505015,2025-05-24,BATCH_24627,Soft white,seal_strength,1.06,pass
QC_505016,2025-01-03,BATCH_23646,Whole grain loaf,temperature,0.9,fail
QC_505017,2025-02-26,BATCH_23684,Soft white,moisture,1.15,pass
QC_505018,2025-04-20,BATCH_22841,Whole grain loaf,seal_strength,1.07,pass
QC_505019,2025-04-27,BATCH_23967,Soft white,temperature,1.2,pass
QC_505020,2025-02-11,BATCH_20702,High Energy Brown,temperature,0.8,fail
QC_505021,2025-07-11,BATCH_23862,Whole grain loaf,weight,0.98,pass
QC_505022,2025-07-15,BATCH_25665,High Energy Brown,temperature,0.89,fail
QC_505023,2025-02-19,BATCH_25843,Low GI Seed loaf,moisture,1.0,pass
QC_505024,2025-04-24,BATCH_22460,Low GI Seed loaf,seal_strength,1.05,pass
QC_505025,2025-06-03,BATCH_21303,Whole grain loaf,moisture,1.1,pass
QC_505026,2025-06-16,BATCH_25449,High Energy Brown,seal_strength,1.1,pass
QC_505027,2025-01-28,BATCH_21915,Whole grain loaf,temperature,1.04,pass
QC_505028,2025-03-07,BATCH_22329,Soft white,temperature,0.9,fail
QC_505029,2025-01-03,BATCH_24533,Whole grain loaf,temperature,0.84,fail
QC_505030,2025-03-09,BATCH_23759,Soft white,moisture,1.0,pass
QC_505031,2025-02-14,BATCH_24184,Low GI Seed loaf,temperature,1.14,pass
QC_505032,2025-01-15,BATCH_22908,Whole grain loaf,temperature,1.11,pass
QC_505033,2025-06-21,BATCH_20617,Soft white,temperature,1.02,pass
QC_505034,2025-01-01,BATCH_20796,High Energy Brown,moisture,0.82,fail
QC_505035,2025-07-14,BATCH_21066,High Energy Brown,seal_strength,1.15,pass
QC_505036,2025-01-23,BATCH_24431,Soft white,seal_strength,1.1,pass
QC_505037,2025-03-06,BATCH_20540,Whole grain loaf,moisture,1.0,pass
QC_505038,2025-05-15,BATCH_23939,Low GI Seed loaf,temperature,0.85,fail
QC_505039,2025-04-01,BATCH_24493,Low GI Seed loaf,moisture,0.98,pass
QC_505040,2025-04-23,BATCH_24086,Soft white,temperature,0.9,fail
QC_505041,2025-06-03,BATCH_21695,Low GI Seed loaf,seal_strength,0.98,pass
QC_505042,2025-01-12,BATCH_22933,Low GI Seed loaf,moisture,1.03,pass
QC_505043,2025-04-06,BATCH_21237,Low GI Seed loaf,weight,1.01,pass
QC_505044,2025-06-10,BATCH_23735,Low GI Seed loaf,seal_strength,0.81,fail
QC_505045,2025-06-18,BATCH_22503,High Energy Brown,temperature,1.1,pass
QC_505046,2025-01-12,BATCH_20800,Whole grain loaf,weight,0.97,pass
QC_505047,2025-01-10,BATCH_22457,Soft white,weight,1.0,pass
QC_505048,2025-06-25,BATCH_23264,Whole grain loaf,seal_strength,0.96,pass
QC_505049,2025-07-07,BATCH_20030,Soft white,seal_strength,0.92,fail
QC_505050,2025-01-06,BATCH_23236,High Energy Brown,moisture,1.16,pass
QC_505051,2025-07-26,BATCH_24597,Low GI Seed loaf,seal_strength,0.82,fail
QC_505052,2025-05-28,BATCH_23105,Low GI Seed loaf,weight,0.9,fail
QC_505053,2025-06-16,BATCH_24465,High Energy Brown,weight,0.9,fail
QC_505054,2025-07-22,BATCH_25484,Soft white,weight,1.04,pass
QC_505055,2025-02-20,BATCH_21063,Soft white,seal_strength,1.19,pass
QC_505056,2025-06-21,BATCH_21570,Soft white,seal_strength,1.13,pass
QC_505057,2025-04-01,BATCH_20902,Low GI Seed loaf,seal_strength,0.88,fail
QC_505058,2025-01-18,BATCH_24710,High Energy Brown,moisture,1.03,pass
QC_505059,2025-04-06,BATCH_24049,Whole grain loaf,seal_strength,0.93,fail
QC_505060,2025-06-16,BATCH_22522,Low GI Seed loaf,weight,0.91,fail
QC_505061,2025-04-16,BATCH_20924,Whole grain loaf,temperature,1.03,pass
QC_505062,2025-06-06,BATCH_21348,High Energy Brown,moisture,1.17,pass
QC_505063,2025-02-25,BATCH_20125,High Energy Brown,weight,1.01,pass
QC_505064,2025-06-24,BATCH_20116,High Energy Brown,moisture,1.03,pass
QC_505065,2025-05-17,BATCH_25917,High Energy Brown,weight,0.83,fail
QC_505066,2025-03-13,BATCH_21172,High Energy Brown,weight,0.94,fail
QC_505067,2025-05-28,BATCH_23603,Soft white,seal_strength,1.18,pass
QC_505068,2025-07-17,BATCH_20918,Soft white,moisture,0.96,pass
QC_505069,2025-03-23,BATCH_23082,Low GI Seed loaf,weight,0.84,fail
QC_505070,2025-07-21,BATCH_23944,Low GI Seed loaf,seal_strength,0.99,pass
QC_505071,2025-07-21,BATCH_21255,Soft white,seal_strength,1.15,pass
QC_505072,2025-02-15,BATCH_22938,High Energy Brown,seal_strength,0.84,fail
QC_505073,2025-05-13,BATCH_20277,Whole grain loaf,moisture,0.95,pass
QC_505074,2025-02-13,BATCH_25226,Whole grain loaf,weight,1.18,pass
QC_505075,2025-06-18,BATCH_23978,Soft white,moisture,1.1,pass
QC_505076,2025-06-09,BATCH_22391,Whole grain loaf,temperature,1.14,pass
QC_505077,2025-05-09,BATCH_24399,Whole grain loaf,temperature,1.01,pass
QC_505078,2025-07-12,BATCH_23379,Soft white,weight,0.96,pass
QC_505079,2025-07-02,BATCH_23246,Low GI Seed loaf,seal_strength,1.11,pass
QC_505080,2025-01-13,BATCH_24783,High Energy Brown,temperature,1.1,pass
QC_505081,2025-05-15,BATCH_21249,Soft white,weight,0.97,pass
QC_505082,2025-06-11,BATCH_24915,High Energy Brown,moisture,0.84,fail
QC_505083,2025-01-11,BATCH_20959,Soft white,weight,1.13,pass
QC_505084,2025-02-05,BATCH_25546,Whole grain loaf,moisture,0.98,pass
QC_505085,2025-01-06,BATCH_24835,Low GI Seed loaf,seal_strength,1.04,pass
QC_505086,2025-04-01,BATCH_24051,Soft white,temperature,0.92,fail
QC_505087,2025-01-13,BATCH_22757,Low GI Seed loaf,weight,1.19,pass
QC_505088,2025-02-12,BATCH_22018,Soft white,seal_strength,1.07,pass
QC_505089,2025-01-01,BATCH_22577,Whole grain loaf,weight,1.16,pass
QC_505090,2025-04-09,BATCH_21890,Soft white,temperature,0.95,pass
QC_505091,2025-03-05,BATCH_22875,High Energy Brown,temperature,1.1,pass
QC_505092,2025-07-20,BATCH_25006,Soft white,seal_strength,1.12,pass
QC_505093,2025-04-14,BATCH_21162,High Energy Brown,seal_strength,1.13,pass
QC_505094,2025-03-01,BATCH_21566,Whole grain loaf,seal_strength,0.95,fail
QC_505095,2025-07-22,BATCH_22258,High Energy Brown,seal_strength,0.85,fail
QC_505096,2025-03-18,BATCH_20166,Whole grain loaf,temperature,0.9,fail
QC_505097,2025-06-10,BATCH_25758,Low GI Seed loaf,weight,1.14,pass
QC_505098,2025-06-22,BATCH_20454,High Energy Brown,weight,0.95,fail
QC_505099,2025-02-15,BATCH_25162,Soft white,moisture,1.1,pass
QC_505100,2025-01-01,BATCH_20955,Whole grain loaf,moisture,0.98,pass
QC_505101,2025-02-04,BATCH_22013,Low GI Seed loaf,temperature,0.91,fail
QC_505102,2025-07-18,BATCH_20215,Whole grain loaf,seal_strength,1.07,pass
QC_505103,2025-03-12,BATCH_21488,Soft white,weight,0.88,fail
QC_505104,2025-06-05,BATCH_23942,Low GI Seed loaf,weight,0.96,pass
QC_505105,2025-06-08,BATCH_21553,Soft white,temperature,1.0,pass
QC_505106,2025-04-25,BATCH_23350,Low GI Seed loaf,temperature,0.89,fail
QC_505107,2025-05-27,BATCH_23040,Low GI Seed loaf,moisture,0.87,fail
QC_505108,2025-07-08,BATCH_25080,Whole grain loaf,temperature,0.95,fail
QC_505109,2025-03-10,BATCH_25620,Whole grain loaf,weight,0.86,fail
QC_505110,2025-07-07,BATCH_20243,Whole grain loaf,weight,1.05,pass
QC_505111,2025-05-05,BATCH_22835,High Energy Brown,weight,0.92,fail
QC_505112,2025-04-11,BATCH_24364,Soft white,seal_strength,0.82,fail
QC_505113,2025-05-11,BATCH_22907,Low GI Seed loaf,seal_strength,0.96,pass
QC_505114,2025-05-09,BATCH_24304,Whole grain loaf,weight,1.06,pass
QC_505115,2025-05-22,BATCH_25412,Low GI Seed loaf,temperature,0.8,fail
QC_505116,2025-07-11,BATCH_21921,Low GI Seed loaf,weight,1.04,pass
QC_505117,2025-06-12,BATCH_23748,High Energy Brown,seal_strength,0.87,fail
QC_505118,2025-07-05,BATCH_21502,High Energy Brown,seal_strength,1.14,pass
QC_505119,2025-05-15,BATCH_21537,Soft white,seal_strength,1.03,pass
QC_505120,2025-03-05,BATCH_25530,Whole grain loaf,weight,1.12,pass
QC_505121,2025-05-04,BATCH_21920,Low GI Seed loaf,temperature,1.03,pass
QC_505122,2025-06-11,BATCH_24824,Soft white,temperature,1.03,pass
QC_505123,2025-01-12,BATCH_21515,Whole grain loaf,moisture,1.15,pass
QC_505124,2025-04-21,BATCH_21973,Whole grain loaf,seal_strength,0.81,fail
QC_505125,2025-05-02,BATCH_21026,Whole grain loaf,moisture,1.08,pass
QC_505126,2025-01-27,BATCH_23772,Soft white,weight,0.94,fail
QC_505127,2025-06-25,BATCH_20825,Soft white,weight,1.04,pass
QC_505128,2025-05-05,BATCH_20718,High Energy Brown,temperature,0.99,pass
QC_505129,2025-02-07,BATCH_21999,Whole grain loaf,seal_strength,0.97,pass
QC_505130,2025-07-16,BATCH_23883,Whole grain loaf,temperature,1.19,pass
QC_505131,2025-07-19,BATCH_22328,Whole grain loaf,moisture,0.85,fail
QC_505132,2025-07-09,BATCH_22728,High Energy Brown,seal_strength,0.9,fail
QC_505133,2025-06-25,BATCH_24508,Whole grain loaf,weight,0.95,pass
QC_505134,2025-06-17,BATCH_20735,Soft white,moisture,0.99,pass
QC_505135,2025-07-14,BATCH_20292,High Energy Brown,weight,0.94,fail
QC_505136,2025-01-08,BATCH_23662,High Energy Brown,seal_strength,1.0,pass
QC_505137,2025-07-24,BATCH_24306,High Energy Brown,weight,1.14,pass
QC_505138,2025-03-04,BATCH_20535,Soft white,weight,0.86,fail
QC_505139,2025-07-24,BATCH_24932,Soft white,weight,0.85,fail
QC_505140,2025-04-26,BATCH_23686,Whole grain loaf,moisture,1.04,pass
QC_505141,2025-02-09,BATCH_22189,Soft white,seal_strength,1.06,pass
QC_505142,2025-05-19,BATCH_25091,Whole grain loaf,moisture,0.81,fail
QC_505143,2025-07-07,BATCH_25816,High Energy Brown,seal_strength,1.03,pass
QC_505144,2025-03-27,BATCH_21139,High Energy Brown,seal_strength,1.1,pass
QC_505145,2025-01-16,BATCH_22271,Whole grain loaf,moisture,0.82,fail
QC_505146,2025-06-13,BATCH_20311,Low GI Seed loaf,seal_strength,1.2,pass
QC_505147,2025-01-02,BATCH_25878,Whole grain loaf,temperature,1.05,pass
QC_505148,2025-05-07,BATCH_22115,Soft white,temperature,0.93,fail
QC_505149,2025-06-26,BATCH_20714,Whole grain loaf,temperature,1.14,pass
QC_505150,2025-06-14,BATCH_20495,Soft white,seal_strength,1.07,pass
QC_505151,2025-06-24,BATCH_20749,Low GI Seed loaf,temperature,0.85,fail
QC_505152,2025-03-28,BATCH_25293,Low GI Seed loaf,seal_strength,1.19,pass
QC_505153,2025-03-19,BATCH_24003,Soft white,moisture,0.91,fail
QC_505154,2025-05-22,BATCH_25201,Low GI Seed loaf,moisture,0.83,fail
QC_505155,2025-02-27,BATCH_25836,Soft white,weight,1.04,pass
QC_505156,2025-04-14,BATCH_22449,Whole grain loaf,temperature,1.14,pass
QC_505157,2025-01-14,BATCH_25662,Low GI Seed loaf,weight,0.88,fail
QC_505158,2025-07-28,BATCH_24673,High Energy Brown,weight,0.89,fail
QC_505159,2025-02-09,BATCH_23455,High Energy Brown,seal_strength,1.02,pass
QC_505160,2025-04-12,BATCH_23211,Soft white,seal_strength,1.0,pass
QC_505161,2025-02-19,BATCH_25299,High Energy Brown,temperature,1.0,pass
QC_505162,2025-02-03,BATCH_25782,Soft white,moisture,0.93,fail
QC_505163,2025-04-23,BATCH_20115,Low GI Seed loaf,seal_strength,1.01,pass
QC_505164,2025-01-06,BATCH_25414,Whole grain loaf,moisture,0.88,fail
QC_505165,2025-07-24,BATCH_24004,Soft white,moisture,0.95,pass
QC_505166,2025-06-18,BATCH_24812,Whole grain loaf,moisture,1.17,pass
QC_505167,2025-07-24,BATCH_24265,Soft white,weight,1.15,pass
QC_505168,2025-07-12,BATCH_24991,Soft white,seal_strength,1.05,pass
QC_505169,2025-05-21,BATCH_25211,High Energy Brown,temperature,0.88,fail
QC_505170,2025-07-07,BATCH_22736,Low GI Seed loaf,moisture,1.04,pass
QC_505171,2025-04-08,BATCH_23096,Whole grain loaf,moisture,0.82,fail
